NoOfEvals,RexJggOffsetKTabletP14K5_0,RexJggOffsetKTabletP14K5_1,RexJggOffsetKTabletP14K5_2
180100,1.5265546536328696,0.8988048678027807,1.8020408281925597
181100,1.5085498526500891,0.8909215843823078,1.7950561407243728
182100,1.5032221535237922,0.8893636270710971,1.7837751351147269
183100,1.4943024677303385,0.8805545274743352,1.7730658240218078
184100,1.4866802897380484,0.8731218618589528,1.7663783706660698
185100,1.4740294354626364,0.8654686724733843,1.7600032250521216
186100,1.4677689710803068,0.861367111299449,1.7519100644958363
187100,1.4548961734379242,0.8533566323288816,1.73907241099975
188100,1.443868587828899,0.8471442972379852,1.7289715821936869
189100,1.4331431681955307,0.8368827713166873,1.7170506183120582
190100,1.4181196661683737,0.8288112094384004,1.707043909562963
191100,1.4134520056569189,0.8217611975768785,1.6989105866406056
192100,1.4013308558131459,0.8190035317117587,1.685915342879067
193100,1.3885128087249534,0.815231502271356,1.6681296301090873
194100,1.376672468263479,0.8082630634512317,1.663322766050639
195100,1.3572434494211179,0.8039846463505835,1.6430883065577127
196100,1.3523664989698003,0.8008650757930997,1.6247420423812238
197100,1.3415433706479716,0.7995749954725665,1.6164554926460748
198100,1.3295343210713493,0.795422718853723,1.6003811387318079
199100,1.326330439243395,0.7927394780795847,1.5945788245702424
200100,1.3227002331240587,0.7883715904754108,1.5869432510136292
201100,1.3073691238731675,0.7822148955122448,1.5798027245949158
202100,1.3039623199175108,0.7780496221587099,1.571151877246945
203100,1.2917133001597743,0.7718267994328586,1.568647223363859
204100,1.2873279366683976,0.7659957594578096,1.5543227825648376
205100,1.2799161558208358,0.7595510833456943,1.5550202541278124
206100,1.2755505438781594,0.7528225501601699,1.5478349726487792
207100,1.272983280901618,0.7455658778152007,1.5440428726668167
208100,1.2694927319118812,0.7396374184961918,1.5393266327431256
209100,1.267967165528326,0.7350620203314281,1.5379446477547791
210100,1.2640398780984268,0.731830038838369,1.5314285587375953
211100,1.2628466285693372,0.7288933945893775,1.5266673039401484
212100,1.2581038265148803,0.7268941442886829,1.5214357326530314
213100,1.2549525935234198,0.7232799635151195,1.51711476038088
214100,1.2517081221190804,0.7227205809746413,1.5143545973110488
215100,1.2461397759823452,0.7215305794051243,1.5082540787808878
216100,1.24263411170864,0.7204437216689804,1.5028415346630155
217100,1.2420846261908465,0.7184108166388581,1.5009562591827483
218100,1.2411410928669868,0.7162149682284844,1.4958538484099748
219100,1.239291627302687,0.7143082055246454,1.489441930694859
220100,1.2367384508512487,0.7107869276868405,1.482521511868072
221100,1.2355243041835964,0.7077844831354413,1.4793745652699553
222100,1.2316846486495143,0.7043450791300508,1.4712882785409345
223100,1.2288298594645295,0.6993774626270639,1.4709652311379788
224100,1.2214251752517489,0.6965100049958458,1.4681492608474132
225100,1.2205271976225829,0.6928747400981041,1.464609277829792
226100,1.2132308247576218,0.6902676336128163,1.4629423044916874
227100,1.207478927542893,0.6862029111516871,1.4606045049857357
228100,1.2042430672939908,0.6828589087855549,1.457662197714886
229100,1.199700548691784,0.6796751105280254,1.455867421362835
230100,1.1980064371217134,0.6741007283814975,1.4544193006315422
231100,1.1930479683492958,0.6714944640163529,1.4506089907387623
232100,1.188456027809335,0.6646470652020618,1.4482781946519427
233100,1.186356758419625,0.6604970222658554,1.447698405422754
234100,1.183063812859358,0.652565289228695,1.4452893256579669
235100,1.1812399444660855,0.6492499290688103,1.4430373038467728
236100,1.179728503612723,0.6478547624111911,1.440613296048086
237100,1.1783654486996482,0.6422942930576793,1.436997913876088
238100,1.177531264848741,0.6385583265268997,1.4369858359702996
239100,1.1766633415116892,0.637311713776178,1.4343341712846243
240100,1.1754314496092628,0.6340878357205973,1.4310617628935223
241100,1.174699284955457,0.6298548353159706,1.4267907957794643
242100,1.173692961969824,0.6282559896745079,1.4210442133106214
243100,1.1714221107225724,0.626451356048059,1.417745012192128
244100,1.1704772184899954,0.6223525865011615,1.4139493713590512
245100,1.1699642376123425,0.619937262148105,1.411329309295386
246100,1.1686495952341722,0.6181363715151836,1.4057485728160608
247100,1.167718662743019,0.6141112445191634,1.403651914788044
248100,1.1659236958587813,0.6085915312566517,1.3970316174869903
249100,1.1635105628488283,0.6032293632987065,1.3956215591571879
250100,1.1613416049322787,0.6005507936458918,1.3923070814470266
251100,1.1603955726744783,0.595752465129935,1.3887087897072274
252100,1.158128809827892,0.5912852345974767,1.3860177063595058
253100,1.1569210827674672,0.5866283615974335,1.3825936139511354
254100,1.1554173438122899,0.581888393806442,1.3805287927237142
255100,1.1525220292682452,0.5763894415915344,1.3780546572500258
256100,1.151608105494591,0.5702856425308233,1.3762578410238953
257100,1.1493166759971503,0.5676825746256734,1.3744965669048745
258100,1.146843853198015,0.5643641484229132,1.372187460759
259100,1.1454671811684247,0.5613495787583781,1.3705994666364514
260100,1.1437533022868298,0.5563519858433789,1.369140667060262
261100,1.1427254176883572,0.5531835389568784,1.3652181502487881
262100,1.1415774840017767,0.5516296554289661,1.3637044552051747
263100,1.1408851565796103,0.5502390983480391,1.3603767493172345
264100,1.1406010347559123,0.5477815018007137,1.358011193683855
265100,1.139942687639257,0.5454276425788425,1.3559057329923934
266100,1.1387629545818734,0.5450102496988599,1.354760876038185
267100,1.1385816025568536,0.541344668561759,1.3529491311959951
268100,1.1377388887801558,0.5381772031964456,1.352919226208541
269100,1.1370276321817652,0.5347080592489496,1.3518176817039695
270100,1.1363780946280289,0.5323991716206128,1.3509296237996742
271100,1.13568717353965,0.530356509420103,1.3494578223565854
272100,1.1347940168979798,0.5273374812347402,1.3473389753343268
273100,1.1341971240500435,0.525241902043711,1.3465943262807565
274100,1.1321954846814768,0.5223868027481289,1.345429186261347
275100,1.1319388361773899,0.5194251011563336,1.3437421954950521
276100,1.1303304469019075,0.5150688782626273,1.3426387542036855
277100,1.1299051281838066,0.5137458138660073,1.34121972027423
278100,1.129500821565222,0.5113706840971093,1.3400566715356277
279100,1.1288798801273987,0.5081216564944232,1.3377956337564254
280100,1.1289800748721608,0.5069113398633331,1.3369092207212214
281100,1.1286082953996637,0.5037718934764279,1.3360709957508266
282100,1.128468342519022,0.5033098711500293,1.3351298241288103
283100,1.1281000727749704,0.5004314584631391,1.3336110625311832
284100,1.1275729551815685,0.4999491131582368,1.3317572091489638
285100,1.1271077295773724,0.49822863605782924,1.330819575452607
286100,1.1268734700833094,0.49597415538528067,1.330301939914044
287100,1.1265874387081352,0.4935995275194619,1.3294518077915511
288100,1.126339818370288,0.4925675472046165,1.328571031346141
289100,1.1257849617605633,0.49139708273566785,1.3283368965147686
290100,1.1256796608247324,0.48930489810152106,1.3274522379359754
291100,1.125417309912129,0.48814423613364977,1.3270663100525522
292100,1.1251681808073601,0.4850152271126288,1.3257181958439994
293100,1.1250039255969324,0.48215841058414627,1.3243985971833963
294100,1.1247122113656096,0.47876360924063366,1.3242119064793652
295100,1.124408264291321,0.47452229711580596,1.3230072879802877
296100,1.1240063634039172,0.4693287454152008,1.3215785006996634
297100,1.123554164100679,0.4667136537989621,1.3206796037545632
298100,1.1233712500124367,0.463535195336984,1.319197921256628
299100,1.122652877449337,0.4575457820037306,1.3180605894321036
300100,1.122678373374949,0.4560413199167046,1.3169002826345686
301100,1.1223688806714565,0.4533979973724812,1.3151073357272092
302100,1.1220329801808213,0.44730072423118283,1.3139846795601569
303100,1.1217484696826014,0.4439100767192423,1.3126142161163221
304100,1.1216836297547883,0.44294232423818375,1.3109754555577935
305100,1.121453101954206,0.4379071370008872,1.3093240447147148
306100,1.1210345889489828,0.43647622785780427,1.3087046902023058
307100,1.12068403822038,0.43357519044945786,1.307772607342029
308100,1.120604425896417,0.4314272192822923,1.3071280341153033
309100,1.1204210110803694,0.42960026635848214,1.3058650323846395
310100,1.1204005570783633,0.4274820512679467,1.3046896296643138
311100,1.1203038602281643,0.4252871431001567,1.3033871624207907
312100,1.1202052265462035,0.42513757871836283,1.302382301791212
313100,1.1200711035429995,0.42341417434775835,1.3008329899058833
314100,1.1199297885359805,0.4211641635187812,1.2991728908933624
315100,1.1197799338694034,0.4198988642116297,1.2983847792772338
316100,1.1196162663326126,0.417709945750582,1.297433690817641
317100,1.119484391411077,0.41659644352326053,1.2962492018632739
318100,1.1193090724988024,0.4157322688060477,1.2954330310727504
319100,1.1192077938735847,0.41475810627596643,1.2945103266014406
320100,1.1190974028154912,0.4142802759999388,1.2937352247015252
321100,1.1189513090748489,0.4141057172135943,1.2930467953817395
322100,1.1188550872107739,0.41359163305229535,1.2926507157083091
323100,1.1188067845008243,0.4133859138775024,1.291809214888571
324100,1.1186369070458044,0.4129301643549765,1.2915261602426125
325100,1.1185127715890772,0.41265046126302124,1.2910336691900262
326100,1.1183980179212372,0.4121982354477689,1.2907391298302437
327100,1.1182709722602096,0.41174892280724806,1.2902979146318663
328100,1.118105344077824,0.4111070777528525,1.2900515084928945
329100,1.1180705717924788,0.4103223866701126,1.2893268208569006
330100,1.1179380945006219,0.4095469074705506,1.2889369030767241
331100,1.117816940402137,0.40889365686144635,1.2880972417133039
332100,1.117620451729543,0.4081128223246061,1.2875406309654245
333100,1.117620451729543,0.407616018862335,1.2870345234362737
334100,1.1175470304943096,0.4065633970665069,1.2864147370083678
335100,1.1174299281621556,0.4064587969015326,1.2859244390700164
336100,1.1172603166670443,0.40595773430089316,1.2854590336123317
337100,1.1171261622172226,0.40512298204884467,1.2851660448878006
338100,1.1169911792868816,0.40434018114479964,1.2845692935197581
339100,1.1169177708619524,0.40311455063787893,1.284191699476555
340100,1.1168269038155128,0.4017359457674369,1.2839812817095264
341100,1.116721499703355,0.40123664210703913,1.2834182804347891
342100,1.116593912627632,0.4006382977087462,1.2830224626759186
343100,1.116426794933386,0.3996271143768481,1.2823843850348102
344100,1.1162769895042706,0.39923318504911465,1.2821243480759594
345100,1.116055384510952,0.3982056864404905,1.281719742374754
346100,1.1158341797449032,0.39723151562393777,1.2811276177270416
347100,1.115574969707115,0.39605401397866224,1.2810574744102288
348100,1.1154320148230952,0.3954773984801166,1.2804797712318634
349100,1.1149939034487049,0.39536997825331527,1.280047320443679
350100,1.1149103959137439,0.39415064990547466,1.279243990992908
351100,1.1146333330227807,0.39353928878364636,1.279112076757657
352100,1.1145989335275517,0.39307354214175444,1.2781740362836769
353100,1.1144964889276696,0.39228512482264016,1.2776894517195005
354100,1.1143475677474886,0.39118262373842577,1.2768782997983317
355100,1.1141819381937539,0.3906545682227187,1.27612249702552
356100,1.1141358849022824,0.38915120040853246,1.2759159677973124
357100,1.1139499369175074,0.38845060319141644,1.275444791701539
358100,1.1138451456397793,0.38727807184134266,1.274933496950559
359100,1.1134954974478577,0.38673438216188677,1.2748587649588068
360100,1.113277835848359,0.3853146974483757,1.2742289062846732
361100,1.1132414397722274,0.38471517848991593,1.2738844533661215
362100,1.1127966962170959,0.3835093675080691,1.2735511050878068
363100,1.1123712284266631,0.38252718909899586,1.273280760766047
364100,1.1122217944156452,0.38159633994417247,1.272874189251779
365100,1.111718255561045,0.38025066735211116,1.272688090773676
366100,1.1112180904184017,0.3797071743922492,1.2724178069831031
367100,1.1108124807153892,0.379450739398941,1.2721940550347381
368100,1.1104120365533134,0.37904471550682456,1.2720641769641479
369100,1.110056698090623,0.37866469931595337,1.2719942423308563
370100,1.1096977888278003,0.3785683514327042,1.2718769002098724
371100,1.1094846690196731,0.3782112928915255,1.2715067834153453
372100,1.109016659656101,0.3776218161389247,1.2714208725524268
373100,1.1086298313300167,0.37756785597360826,1.271153947019284
374100,1.1080912296202747,0.3774569708424693,1.27098666314654
375100,1.108018125596726,0.3769607504028004,1.270510511695532
376100,1.1078965999849117,0.3766736724843961,1.270510511695532
377100,1.1078929477483668,0.37613051684475585,1.2703035572879444
378100,1.1076424343841416,0.3756937556627873,1.2700207817306464
379100,1.1075852874167424,0.3753869344521003,1.269833731310013
380100,1.107388485293345,0.3752046864598478,1.269562547592357
381100,1.1071247104813793,0.37487157393696263,1.2690386099900879
382100,1.106775725202486,0.3748542120166756,1.2688721061653077
383100,1.1064834872950513,0.37480186224312456,1.2685248595119378
384100,1.106051484889769,0.3746722966578669,1.268003357845841
385100,1.1056306805977965,0.37459240949665024,1.2675914185531119
386100,1.1049242773944905,0.37453208210774364,1.267046276108194
387100,1.1042376558297498,0.37439775261293706,1.266759190776016
388100,1.1038980896377613,0.3743058993408126,1.2661480016288766
389100,1.1036908251949364,0.37416964041851625,1.265611445260957
390100,1.1035918467366168,0.37396516582580097,1.2651164768455627
391100,1.1034334966099328,0.37385122509868446,1.264140404076645
392100,1.1031750938496023,0.37374830448766344,1.263632932278112
393100,1.103033562030195,0.3735126850795077,1.263110894413401
394100,1.102818781798305,0.37345367674012764,1.2624257090482947
395100,1.1025359994601847,0.3732475752716955,1.2619221465428598
396100,1.1022374352493425,0.3731386183586074,1.2618256270984471
397100,1.102045544844665,0.3729250193337962,1.2610310902004853
398100,1.1017782814110895,0.3728133595460471,1.2606635996597504
399100,1.1014977846435912,0.3726914877243374,1.2604891501010382
400100,1.101284293818159,0.3724676532776312,1.2598665744775848
401100,1.101154451732476,0.37236130013145147,1.259202796491666
402100,1.1009732872112286,0.3721422900896586,1.259011788975833
403100,1.1008593382207843,0.371911978014451,1.258572624630861
404100,1.1005502670997844,0.371506378013275,1.2585135467910649
405100,1.100440717403194,0.3715349185926047,1.2580980040979832
406100,1.1003284304304042,0.3713460521251055,1.2577936731920807
407100,1.100188219828695,0.3711392791110702,1.2572647976384816
408100,1.1000749079711878,0.37105540287523964,1.2569179948794622
409100,1.0999833128018437,0.3708926552094967,1.2563035455273344
410100,1.0998353042480058,0.37074606431160156,1.2559029851013184
411100,1.0997252586856938,0.37062245852477427,1.255122386204493
412100,1.0995261507602225,0.37044910587563973,1.2541166857481234
413100,1.0993458842067736,0.37024778037464123,1.253491351611012
414100,1.0992306679617887,0.3698727014137673,1.2532458831157882
415100,1.0989999118785994,0.36976416072540613,1.2528363091739194
416100,1.0987572519250877,0.36940097643710174,1.2524255259339754
417100,1.0986742310915825,0.36911484000776,1.2521209268628701
418100,1.0985092565165078,0.36877257817410736,1.2513697728517548
419100,1.0983270682862702,0.36859578108192986,1.2512281041909807
420100,1.0982609722454535,0.3683378282249992,1.2508452268575223
421100,1.0981425984009225,0.36816294140645256,1.250494162906438
422100,1.0979179254661007,0.36790530953757017,1.2501095410355023
423100,1.0978282459028386,0.3677919228843033,1.2500573995993445
424100,1.0976588757940244,0.3675503182465603,1.249790681677594
425100,1.0975403514374957,0.3672883033982747,1.2495186760050299
426100,1.0973571205395498,0.3671705478606272,1.2492818909474417
427100,1.0971165154036673,0.3669167775886385,1.2492108361069487
428100,1.0969226030178676,0.3667324128891007,1.2490499402004287
429100,1.0967525041776387,0.36666982229667366,1.2488084099337178
430100,1.0967073125296316,0.366340782395128,1.2487124542132066
431100,1.0964725404573357,0.36625814541633817,1.2484404233257083
432100,1.0963423133648182,0.3659623908513318,1.2481727264550284
433100,1.0960976086256273,0.3657587923634604,1.2480773422210973
434100,1.095877498967502,0.36569478665052213,1.2477753303512413
435100,1.0956898020765913,0.36547460086835315,1.2476004149689843
436100,1.0955791236671832,0.3652020922785623,1.2474454044766063
437100,1.0954347260158077,0.36497449219786215,1.2471985575155988
438100,1.0952594723575475,0.36491594036374964,1.2469089065577053
439100,1.0951126831480686,0.3648004102155561,1.246647140347016
440100,1.0949216955495005,0.36471715635849306,1.2464251820717016
441100,1.0945278300261385,0.36465921507033805,1.2462050020284647
442100,1.094424017360922,0.36457223939690947,1.2460837927813573
443100,1.0938813861021968,0.36447415557742935,1.2459219563809592
444100,1.0935348608843196,0.36431650281208705,1.2458412100087017
445100,1.0930435047878646,0.36421978738616495,1.2457698320492148
446100,1.0923857137170816,0.364107943710767,1.245638020742678
447100,1.0918963908204682,0.36402453104602595,1.2455291342087598
448100,1.0914796460449112,0.3639121996944526,1.2454766153344257
449100,1.090801531225234,0.3638448703908651,1.2453931485198644
450100,1.090685654917543,0.36372935340643003,1.2453192877271557
451100,1.0903924248207713,0.3636284922581519,1.2452443245848999
452100,1.0900655785731677,0.3634374122717761,1.2451661911261125
453100,1.0894714107895185,0.3634060223352725,1.2450775894709272
454100,1.0888346597251044,0.3631602990570217,1.2449931542012516
455100,1.0883132986873496,0.362928537364332,1.2449444869150563
456100,1.0879618565544102,0.36289435634595696,1.244919990218542
457100,1.0872809795756577,0.36265216263256067,1.2447590939887525
458100,1.0872277269192567,0.36247230887216314,1.2446732528464248
459100,1.0869066201256872,0.36227320791971657,1.2444327099666677
460100,1.0867739024255554,0.3621354009276083,1.2442439527128748
461100,1.0864937187636732,0.3619885979468225,1.2439991468342968
462100,1.0863215244879223,0.3619168763020411,1.24379490499128
463100,1.0860794296727645,0.36182018962320794,1.2435996986891131
464100,1.0857427101825665,0.3616806336921539,1.2433517974720587
465100,1.0853272596287002,0.36151973120394504,1.2432154945309997
466100,1.08492656301603,0.36139125225448315,1.2430501449445261
467100,1.0845777368002323,0.3612723133044565,1.2429203009642833
468100,1.084419764391382,0.3611639252235899,1.24280186349817
469100,1.0842501783160117,0.3610571147540106,1.2427409646201522
470100,1.0841273969038596,0.36092201639559834,1.2425494782613475
471100,1.08390622634259,0.3607997691245047,1.2425526078350877
472100,1.0837717973098822,0.36065065154076287,1.242514433077411
473100,1.083575710310903,0.36041344562940425,1.2424626227966669
474100,1.083560754806882,0.36035297610960704,1.2424458183645817
475100,1.0833711302104052,0.36010533934029854,1.2423986280094812
