NoOfEvals,RexJggOffsetKTabletP14K5_0,RexJggOffsetKTabletP14K5_1,RexJggOffsetKTabletP14K5_2
476100,1.0832964443448838,0.35992223886157665,1.2423564953760322
477100,1.0831697135148588,0.35972658588955997,1.2422821199512326
478100,1.0829874947114755,0.35954997001742395,1.2422091529066859
479100,1.082808838804962,0.35926994488759967,1.2421678608253262
480100,1.0826438437343897,0.35909277097401243,1.2420972153955692
481100,1.0823342526104496,0.3587937103968817,1.2420869611937997
482100,1.0823342526104496,0.3586893371534776,1.2420574338636095
483100,1.0821263978962767,0.35849790689555094,1.242050114389132
484100,1.0819037800490887,0.35838479116346533,1.2420358343188225
485100,1.0817118334081908,0.3581579189377178,1.2420140900054337
486100,1.0815098836043056,0.35803381389374606,1.242000466220215
487100,1.0812343195304264,0.35772725556333185,1.2419802623467664
488100,1.0809992122115695,0.35763132298074396,1.241954324408294
489100,1.0808802076097397,0.35750225471912844,1.2419454682657942
490100,1.0807565249582562,0.35738182839140703,1.241926442484871
491100,1.0804068064492767,0.35705936141969086,1.241912530825647
492100,1.080252661066332,0.35689786231372544,1.241892622090547
493100,1.079922814639115,0.35674844885859447,1.2418765533159895
494100,1.0797992225742683,0.35660452820448124,1.2418414173632126
495100,1.0796337045625304,0.3565084585133848,1.2418355172802968
496100,1.0795002870861634,0.3563812735985529,1.2418089773529644
497100,1.07923349997223,0.35626687852227085,1.241785840523794
498100,1.0791955018277792,0.3560713887867459,1.2417702311014653
499100,1.0791408274336576,0.3559239439154314,1.2417669987744027
500100,1.0790037259332617,0.3557673514617315,1.2417448893739305
501100,1.0788707986569686,0.3555643467639908,1.2417232894520334
502100,1.0788701661110827,0.35550242639912444,1.2416883308704114
503100,1.0786231296865991,0.35527175215018914,1.2416770685156615
504100,1.0785563056278287,0.35520005510040037,1.241640170780365
505100,1.0783861789863933,0.35504235535625606,1.2416137342213787
506100,1.0783297123568327,0.35494317444565837,1.2415958853676388
507100,1.078189473429411,0.3547551722696692,1.24156100490241
508100,1.0780700609974971,0.354627510728716,1.2415090966842774
509100,1.0780150000702282,0.35440513437613697,1.2414464629070974
510100,1.0779498723003267,0.3543946354663224,1.2414128449599378
511100,1.0778722761761612,0.35426809509374996,1.2413816493713346
512100,1.0776547854235257,0.3541467319102159,1.2413268901960506
513100,1.077407798682408,0.35401394063941416,1.2413234146484409
514100,1.0772233628521315,0.35390162256004265,1.2413006370525161
515100,1.076933431304645,0.35369938651026206,1.2412836808879666
516100,1.0768089295824628,0.35358854790815925,1.2412544178830096
517100,1.0766941969984207,0.3532606656351611,1.2412215653066743
518100,1.0765648753175714,0.3529140606771584,1.2412187775677743
519100,1.0764520123837125,0.3527520709057306,1.2411999274690988
520100,1.0762889549483343,0.3526552628606986,1.2411358391934944
521100,1.0761756996352156,0.35249068963768737,1.2411182987940648
522100,1.0760519173674477,0.35237302210500343,1.2410884274095415
523100,1.0759389508469925,0.35236290242997287,1.24105991939518
524100,1.0758921506061687,0.35224784967598494,1.241008430253704
525100,1.0758393430882538,0.35215559103815947,1.2409728309477004
526100,1.0758287376718643,0.3520848704674767,1.2409345781717365
527100,1.075783839334943,0.35199973297470555,1.240896566431051
528100,1.0757277251633695,0.35196729857608494,1.2408614224974395
529100,1.0757043437937888,0.35192738432387033,1.240848854462568
530100,1.0756788585388644,0.35187047571142244,1.240807559428386
531100,1.075621284418989,0.3518126096851233,1.240781831407685
532100,1.075605560458296,0.35177228358199947,1.2407592263338558
533100,1.075554459343885,0.35172273211223887,1.2406973345419374
534100,1.0755055677671148,0.3516904085743471,1.2406729875735
535100,1.0754824726649648,0.3516508111699713,1.2406527014177242
536100,1.075418391573318,0.3516176886233081,1.2406342077910304
537100,1.075387965905074,0.3515841089140708,1.2405915773565548
538100,1.075323234156844,0.3515718179528354,1.2405406302785622
539100,1.0752801081352357,0.35155575416006946,1.240482697523114
540100,1.0752366368930861,0.3515276186025177,1.2404487989423134
541100,1.075165095661882,0.351503300520736,1.2403715462203528
542100,1.075136470067609,0.35148206966019424,1.2402970995864075
543100,1.0750908752765187,0.3514594773431873,1.2402497473857894
544100,1.0750316884980684,0.35144305274072657,1.2402169125892015
545100,1.074986223685973,0.35140696301082597,1.2401257138763822
546100,1.0749543033550337,0.35138810786655295,1.2400680504196213
547100,1.0749013283992115,0.3513647114882699,1.23995499958435
548100,1.0748189442166913,0.3513541352649816,1.2398207687328189
549100,1.074666835579596,0.3513132987198495,1.239704369297977
550100,1.0746525216080578,0.3513096132157455,1.2395376043568553
551100,1.0746173204694425,0.3512877797577653,1.2393851134989236
552100,1.074546814401663,0.35126945358563144,1.2392944258215
553100,1.0744749123808155,0.3512528555446475,1.2391599948683731
554100,1.0743856260600608,0.3512394625934415,1.2390651687348677
555100,1.074322769576429,0.35120887693432845,1.239027037929426
556100,1.0742558897169585,0.35119224086374407,1.2390030569030532
557100,1.0741211096400747,0.35117205258701684,1.238979734237988
558100,1.0739578160806889,0.3511628710993045,1.238975851046109
559100,1.0738433270319487,0.35113840949296893,1.2389476946173914
560100,1.073805978106576,0.351127016071615,1.2389308381277675
561100,1.0736205309390823,0.3511049430051971,1.2389076571705353
562100,1.0734066103622804,0.3510869493269859,1.2388999703231578
563100,1.0733577992109176,0.35106296340444515,1.238883031823676
564100,1.0732409579791111,0.35104951901298326,1.2388642910282286
565100,1.0731076578144696,0.35103821829752296,1.2388469740354204
566100,1.0730423900541424,0.3510301694284877,1.238828723886674
567100,1.0730235581929344,0.3510151838241263,1.2388039322601112
568100,1.0729134627419887,0.3510072094097212,1.2388024261448427
569100,1.0727870358292324,0.35099688131218787,1.2387787138576873
570100,1.072753836113547,0.3509804661025124,1.238753109006475
571100,1.0726141916090497,0.35097223600088584,1.238730834555391
572100,1.0725409975594318,0.35096541553161836,1.2387335146064922
573100,1.0723700468541333,0.35094932071226925,1.2387120268798044
574100,1.0722658660229734,0.35093531794384936,1.238700028941964
575100,1.0722194484836707,0.35091359348623924,1.2386877395189315
576100,1.072114256094281,0.3509015831414084,1.2386732177354638
577100,1.0720378922624705,0.35088763028225506,1.238659862949729
578100,1.0719560343501877,0.35087065562847863,1.2386393811581486
579100,1.0719230941855824,0.35083005549528534,1.238632743666524
580100,1.0718783026570577,0.35082722019842355,1.2386255935620694
581100,1.0718276539196143,0.35078954110640864,1.2386255935620694
582100,1.0718014241732792,0.3507517027531204,1.2386157614371929
583100,1.0717800094977297,0.3507221979935671,1.2386092939017832
584100,1.071760433017996,0.35069168084168933,1.2385975066921993
585100,1.0717311284084676,0.3506650776104269,1.2385937908452087
586100,1.071714142308665,0.35062326925125503,1.2385893133731447
587100,1.0716790634905375,0.3506073020997012,1.2385788865219542
588100,1.07166245281237,0.3505945713763962,1.2385716370247855
589100,1.0716489770649351,0.35057404297028105,1.2385663942607994
590100,1.0716418450123357,0.3505613274253975,1.2385607498438853
591100,1.0716146983660773,0.35055525286179173,1.2385598368293582
592100,1.0715943600487223,0.35054202060407275,1.2385568376503753
593100,1.071575926212281,0.35053396674695575,1.2385511455608649
594100,1.0715556985801677,0.3505222826095256,1.2385470393857907
595100,1.0715369086440842,0.3505062963126152,1.2385424077948197
596100,1.0715217516877449,0.35049993408853936,1.2385371896722255
597100,1.0715107650026765,0.35048423569036574,1.2385261625673851
598100,1.071499564266188,0.3504661492100291,1.2385187325484242
599100,1.0714846016239534,0.3504645980243872,1.2385081258443773
600100,1.0714603736733659,0.35045364600367657,1.238506548760529
601100,1.0714434016160426,0.3504514534904231,1.238494585122278
602100,1.071432148027367,0.35044592946025016,1.2384910631703154
603100,1.071428366051177,0.3504417868182147,1.2384859685528766
604100,1.0714163639341225,0.3504379914958431,1.2384739443974198
605100,1.0714104676889342,0.3504362455135941,1.238465194809797
606100,1.0713861601719372,0.35043095348969117,1.2384523186358667
607100,1.0713805818783595,0.35042392639875725,1.2384375459646317
608100,1.0713585504933112,0.35041609671409074,1.23843271831749
609100,1.07134507259018,0.35041447828909944,1.2384203289200768
610100,1.0713358271792628,0.3504113268864869,1.2384089840827521
611100,1.0713191165199207,0.35040784348633813,1.2384093082446652
612100,1.0713048712857576,0.3504019027632455,1.238404251914142
613100,1.0712951017130607,0.35040064468180154,1.2383964804782759
614100,1.0712728392743702,0.3503957903155488,1.2383913054829747
615100,1.0712560864860774,0.3503916455236212,1.2383792398966431
616100,1.0712188456660852,0.3503889710083264,1.238375025737751
617100,1.0712072918450122,0.35038390939579417,1.2383699209579289
618100,1.0711686575273165,0.3503828226772572,1.2383612653615785
619100,1.0711550514207433,0.35037995250692033,1.2383528404974375
620100,1.0711266722475452,0.35037834439176635,1.2383487909888062
621100,1.0711024124878479,0.3503754172328572,1.2383392587401487
622100,1.0710665783062168,0.35037342782467285,1.2383300291276875
623100,1.0710254416940734,0.350370024564935,1.2383262744769685
624100,1.0709976025358734,0.3503676020886882,1.238314293251446
625100,1.0709478569124542,0.35036560678957246,1.2383091479322434
626100,1.0708912733036646,0.35036308004880046,1.2382973535665298
627100,1.0708535915527067,0.35036193754921674,1.2382883621517933
628100,1.0708292836153948,0.3503596072758352,1.2382825999778604
629100,1.0708243577114829,0.3503587724293226,1.2382748823563017
630100,1.0708009150384301,0.3503567000112423,1.2382634590823747
631100,1.070783006654039,0.3503546204340438,1.2382629785676966
632100,1.070761858673719,0.35034931057975366,1.2382574863204627
633100,1.070733650491287,0.35034764855455075,1.2382557417250197
634100,1.0707239077996005,0.3503446537988651,1.2382530827662945
635100,1.0707055103405998,0.3503418189677469,1.2382505916496902
636100,1.0706846920625837,0.35033798313768877,1.2382446133741976
637100,1.0706692443468384,0.35033684528755227,1.238237693929743
638100,1.0706437361141268,0.3503335597336264,1.238229718123081
639100,1.0706354467815498,0.35032930037345444,1.2382231055443091
640100,1.0706131086346247,0.35032612603799806,1.2382172621494374
641100,1.0705905381962917,0.35032327736808216,1.2382045576994147
642100,1.0705444910991193,0.3503206530123439,1.2381932834608373
643100,1.0705102061359228,0.3503133156898413,1.2381864174788775
644100,1.0704750120921582,0.3503063061823535,1.238175621166398
645100,1.0704442589712333,0.35030298292983497,1.2381665945088072
646100,1.0703838266229253,0.3502964167357293,1.2381642590558684
647100,1.0703475952130133,0.3502926896052225,1.2381491212118976
648100,1.0703227416770635,0.3502834967412843,1.2381366435200176
649100,1.070303008889413,0.35028124148206335,1.2381291304598117
650100,1.070252867971122,0.35027681335520666,1.2381162878297545
651100,1.0701878144584438,0.3502695351150458,1.2381053933764807
652100,1.0701878144584438,0.3502613312702701,1.2380888665505734
653100,1.0701409058686882,0.35025665527727623,1.2380907121793343
654100,1.0700934075979611,0.3502482628348835,1.2380814680355907
655100,1.0700388723924699,0.35024141572579603,1.238078777334245
656100,1.0700192613833668,0.3502374646118101,1.2380687491218356
657100,1.0699755391010797,0.35023166652056126,1.2380677529296262
658100,1.0699607299213225,0.3502222425904085,1.238057670938279
659100,1.0699045499209,0.35021953590998117,1.2380528913967357
660100,1.069865924641269,0.350217979426495,1.2380390886528028
661100,1.0698396934538557,0.3502139992113685,1.2380281790962815
662100,1.0698009006208773,0.3502092761504151,1.2380122025530986
663100,1.069747378973962,0.350203480155876,1.2379900658279033
664100,1.0696985036439584,0.35019585344967974,1.2379874147506926
665100,1.0696513256100308,0.35019295766314906,1.2379737066871865
666100,1.0696501288958948,0.350185006602893,1.2379608994688602
667100,1.0696320471317513,0.3501837825206187,1.237943816834174
668100,1.0696216969125278,0.35017982762888045,1.237941182327275
669100,1.0696128782592103,0.3501783183622875,1.2379322103369368
670100,1.0696128782592103,0.35017303017381357,1.2379114952731158
671100,1.0696079973424715,0.3501667194279427,1.237907560074736
672100,1.0696049215420609,0.3501640064898682,1.2378963102514147
673100,1.0695975034566951,0.35015676677145097,1.237889783419005
674100,1.0695914541718943,0.3501524512126204,1.2378857262951555
675100,1.0695811437135339,0.3501504039960703,1.2378811647578178
676100,1.0695756724159247,0.35014033499858954,1.2378751611316838
677100,1.0695642210666443,0.3501293122314025,1.237865859269548
678100,1.0695544083258979,0.35012590885885914,1.23785413429892
679100,1.0695472370524521,0.35011808642749986,1.2378494201566446
680100,1.0695343250515639,0.3501150731518501,1.2378444426384827
681100,1.0695290764930492,0.35011167503819246,1.2378414775337792
682100,1.0695184726763443,0.3501071209627614,1.2378393728433073
683100,1.069515132427317,0.3501008703283025,1.2378375103250652
684100,1.0695040501910733,0.35009432228851284,1.2378343703781742
685100,1.0695002431985583,0.35009095843661436,1.2378297835745855
686100,1.069493614095639,0.3500869801911456,1.2378282248739592
687100,1.0694911927376587,0.35008140565316226,1.237825579561748
688100,1.0694886086515838,0.3500794343201336,1.2378193985861596
689100,1.0694836249231667,0.3500778067486858,1.2378175727812852
690100,1.0694796895273415,0.3500768848605796,1.2378119414588131
691100,1.0694735699074565,0.3500755245157767,1.237805310790116
692100,1.0694692447678793,0.3500730055985172,1.2377949937496642
693100,1.0694611253210629,0.35007259396414103,1.2377908695545385
694100,1.069452816516621,0.3500708214319361,1.2377838895452826
695100,1.069447003290667,0.3500697685032728,1.2377760007669565
696100,1.0694462080682283,0.3500690643641843,1.237768487464573
697100,1.0694414312219138,0.3500681597249458,1.2377613561249416
698100,1.06943682922574,0.3500671353760544,1.237753621456395
699100,1.069432862309401,0.3500659569398976,1.2377425678288334
700100,1.0694290353894667,0.35006505165618773,1.2377322759624376
701100,1.0694242381009649,0.3500634679589621,1.2377290543928257
702100,1.0694194056123747,0.35005985354869024,1.2377196890556863
703100,1.069414396366703,0.35005985354869024,1.2377167604286066
704100,1.0694136387529514,0.35005712954960005,1.2377140373640567
705100,1.0694105854384095,0.3500546894112454,1.2377135392206517
706100,1.0694091914880777,0.3500523433160227,1.237709286741895
707100,1.069408864059692,0.35005044396453006,1.2377069474750984
708100,1.0694064532132883,0.35004860727134635,1.23770420364115
709100,1.069403921798055,0.3500477478666081,1.2376992339574293
710100,1.069402693308291,0.3500467673519739,1.2376952337053049
711100,1.0694016279632124,0.350045759925763,1.2376871816330137
712100,1.0694006707701627,0.35004509318619204,1.2376831913152213
713100,1.0693994644827352,0.3500440839114402,1.23767944443535
714100,1.0693985123139411,0.3500432344394266,1.2376725621954558
715100,1.0693978156533335,0.3500424606582678,1.2376699866299343
716100,1.069397303934991,0.3500414216064842,1.2376630401521393
717100,1.0693962149141654,0.35004128027282755,1.2376582137944019
718100,1.0693953297008407,0.350039230880549,1.237657556369356
719100,1.0693945893943593,0.3500391046218393,1.2376529559947815
720100,1.069393534922159,0.3500375431262624,1.2376518131905831
721100,1.069392232978262,0.3500359490667041,1.2376445731272654
722100,1.0693904702730064,0.3500355349708565,1.237637590064048
723100,1.0693890770489165,0.3500333398020797,1.2376306603751441
724100,1.0693882836321618,0.3500307767447236,1.237629061607485
725100,1.0693879051992388,0.35003033168990805,1.2376246779091713
726100,1.0693875880023316,0.35002792376333647,1.2376218646021617
727100,1.0693868586037365,0.3500258523534338,1.2376183041938675
728100,1.0693865270334582,0.3500238692619557,1.2376112094640386
729100,1.0693860739717833,0.3500229751823906,1.2376058822739315
730100,1.0693850186237062,0.35002151439589063,1.237603036468422
731100,1.0693850380832342,0.35002043747469214,1.2375971966575015
732100,1.0693845506342363,0.3500187512840905,1.2375890764266342
733100,1.069384409789804,0.3500163795252191,1.2375746048135223
734100,1.0693837342779702,0.35001548376379604,1.2375694940159816
735100,1.0693833881721,0.3500131542115587,1.2375559223772143
736100,1.0693827139387524,0.35001097823954763,1.237551801278962
737100,1.0693822591580935,0.350007032576255,1.2375467839955827
738100,1.0693815317508584,0.3500052919875794,1.2375361024051033
739100,1.0693809368260025,0.3500023353366566,1.2375255009746455
740100,1.0693806632484981,0.3500015829636633,1.2375153394956782
741100,1.0693801225900732,0.35000038009260864,1.2375142561205907
742100,1.0693795563573374,0.3499976861159154,1.2375050822648153
743100,1.0693790411730788,0.34999537924002155,1.237497561728698
744100,1.0693786133802925,0.3499922421943879,1.2374971982169567
745100,1.0693777659229147,0.34999113888582917,1.237491079591234
746100,1.0693769230674552,0.3499895852115989,1.2374832189049894
747100,1.0693762676884406,0.3499870362715221,1.2374761537442793
748100,1.069374993317989,0.34998547028053284,1.2374710326636946
749100,1.0693742672066822,0.34998467776066583,1.2374642486936305
750100,1.0693726915300843,0.3499836466874078,1.237457367689856
751100,1.069371997109612,0.3499830187238987,1.2374489472135135
752100,1.0693710029585775,0.3499817585512745,1.2374438151022955
753100,1.069369983530923,0.34998082686860793,1.237432278217239
754100,1.0693689357436165,0.3499801244975065,1.2374275459736097
755100,1.0693676713062892,0.3499792613865109,1.237421017999374
756100,1.0693651782381852,0.3499788159663476,1.2374164919826183
757100,1.0693651883214963,0.34997853059609135,1.2374148132331477
758100,1.0693631106508954,0.3499781231133141,1.237412543435002
759100,1.069361900470763,0.34997808704899497,1.2374099941525938
760100,1.0693611427680547,0.34997787530443053,1.2374067535930784
761100,1.069360077009982,0.34997778537208685,1.2374054674805113
762100,1.0693588224296755,0.34997764063405234,1.2373969245316256
763100,1.0693576699709486,0.3499775166387391,1.2373947577428621
764100,1.0693556024553184,0.34997731231967966,1.237392695361209
765100,1.0693545904938895,0.3499770273358312,1.2373874615615315
766100,1.0693527438258312,0.3499763753584016,1.2373812395126125
767100,1.0693498320709314,0.3499761294454327,1.2373812395126125
768100,1.069348708602052,0.3499756323129287,1.23737700364707
769100,1.0693462182837066,0.34997501817561727,1.2373704991523433
770100,1.0693462182837066,0.34997461362004395,1.2373683939372166
771100,1.069345069496852,0.349974424778339,1.2373605600447621
772100,1.0693431163710443,0.34997422328565686,1.2373589973758774
773100,1.069340372115686,0.34997383471808,1.2373544124570786
774100,1.0693385953577226,0.34997345133696905,1.2373514071489589
775100,1.069335894191371,0.34997337019265745,1.23734863859156
776100,1.0693331130142787,0.34997308360989043,1.237345682765356
777100,1.0693290139024667,0.3499728594415763,1.2373434190398818
778100,1.0693277673148343,0.3499727042587467,1.2373419358464492
779100,1.0693231863669304,0.34997248259430525,1.2373387885361293
780100,1.0693205803544117,0.3499722760909832,1.237335301011621
781100,1.0693162187081673,0.3499721606260849,1.237332649447087
782100,1.069313388368978,0.349971917043975,1.2373287770681727
783100,1.0693077016454702,0.34997158596680195,1.2373233163685073
784100,1.0693069121680734,0.3499711727971744,1.2373205348335614
785100,1.0693020731636664,0.34997097296908397,1.2373144579084585
786100,1.0692975384196888,0.3499706924859223,1.2373120550306282
787100,1.0692950430025316,0.3499704057904725,1.2373051669892967
788100,1.0692912994324397,0.3499700861099628,1.23730003946362
789100,1.0692877500691729,0.3499698331198467,1.2372958879853624
790100,1.0692866169603734,0.3499695789074698,1.2372896346326747
791100,1.0692834078111828,0.34996917433845254,1.2372844443647164
792100,1.069282151295345,0.3499686382574078,1.237282618580221
793100,1.0692807059319644,0.3499684199688623,1.2372773382206848
794100,1.0692792765051393,0.3499681475043561,1.2372735809244713
795100,1.0692787670016444,0.34996763165125055,1.2372711790044144
796100,1.069277725894417,0.3499675009491521,1.2372672525844213
797100,1.069276769494741,0.34996739312032155,1.237265005379295
798100,1.0692760692524272,0.3499672289610788,1.2372621152531007
799100,1.0692747836930632,0.3499670574701525,1.2372622989538973
800000,1.0692742063579954,0.349966928334281,1.2372597999679007
