NoOfEvals,ArexJggOffsetRastriginP14K5_0,ArexJggOffsetRastriginP14K5_1,ArexJggOffsetRastriginP14K5_2
215100,,0.9949590570932898,
216100,,0.9949590570932898,
217100,,0.9949590570932898,
218100,,0.9949590570932898,
219100,,0.9949590570932898,
220100,,0.9949590570932898,
221100,,0.9949590570932898,
222100,,0.9949590570932898,
223100,,0.9949590570932898,
224100,,0.9949590570932898,
225100,,0.9949590570932898,
226100,,0.9949590570932898,
227100,,0.9949590570932898,
228100,,0.9949590570932898,
229100,,0.9949590570932898,
230100,,0.9949590570932898,
231100,,0.9949590570932898,
232100,,0.9949590570932898,
233100,,0.9949590570932898,
234100,,0.9949590570932898,
235100,,0.9949590570932898,
236100,,0.9949590570932898,
237100,,0.9949590570932898,
238100,,0.9949590570932898,
239100,,0.9949590570932898,
240100,,0.9949590570932898,
241100,,0.9949590570932898,
242100,,0.9949590570932898,
243100,,0.9949590570932898,
244100,,0.9949590570932898,
245100,,0.9949590570932898,
246100,,0.9949590570932898,
247100,,0.9949590570932898,
248100,,0.9949590570932898,
249100,,0.9949590570932898,
250100,,0.9949590570932898,
251100,,0.9949590570932898,
252100,,0.9949590570932898,
253100,,0.9949590570932898,
254100,,0.9949590570932898,
255100,,0.9949590570932898,
256100,,0.9949590570932898,
257100,,0.9949590570932898,
258100,,0.9949590570932898,
259100,,0.9949590570932898,
260100,,0.9949590570932898,
261100,,0.9949590570932898,
262100,,0.9949590570932898,
263100,,0.9949590570932898,
264100,,0.9949590570932898,
265100,,0.9949590570932898,
266100,,0.9949590570932898,
267100,,0.9949590570932898,
268100,,0.9949590570932898,
269100,,0.9949590570932898,
270100,,0.9949590570932898,
271100,,0.9949590570932898,
272100,,0.9949590570932898,
273100,,0.9949590570932898,
274100,,0.9949590570932898,
275100,,0.9949590570932898,
276100,,0.9949590570932898,
277100,,0.9949590570932898,
278100,,0.9949590570932898,
279100,,0.9949590570932898,
280100,,0.9949590570932898,
281100,,0.9949590570932898,
282100,,0.9949590570932898,
283100,,0.9949590570932898,
284100,,0.9949590570932898,
285100,,0.9949590570932898,
286100,,0.9949590570932898,
287100,,0.9949590570932898,
288100,,0.9949590570932898,
289100,,0.9949590570932898,
290100,,0.9949590570932898,
291100,,0.9949590570932898,
292100,,0.9949590570932898,
293100,,0.9949590570932898,
294100,,0.9949590570932898,
295100,,0.9949590570932898,
296100,,0.9949590570932898,
297100,,0.9949590570932898,
298100,,0.9949590570932898,
299100,,0.9949590570932898,
300100,,0.9949590570932898,
301100,,0.9949590570932898,
302100,,0.9949590570932898,
303100,,0.9949590570932898,
304100,,0.9949590570932898,
305100,,0.9949590570932898,
306100,,0.9949590570932898,
307100,,0.9949590570932898,
308100,,0.9949590570932898,
309100,,0.9949590570932898,
310100,,0.9949590570932898,
311100,,0.9949590570932898,
312100,,0.9949590570932898,
313100,,0.9949590570932898,
314100,,0.9949590570932898,
315100,,0.9949590570932898,
316100,,0.9949590570932898,
317100,,0.9949590570932898,
318100,,0.9949590570932898,
319100,,0.9949590570932898,
320100,,0.9949590570932898,
321100,,0.9949590570932898,
322100,,0.9949590570932898,
323100,,0.9949590570932898,
324100,,0.9949590570932898,
325100,,0.9949590570932898,
326100,,0.9949590570932898,
327100,,0.9949590570932898,
328100,,0.9949590570932898,
329100,,0.9949590570932898,
330100,,0.9949590570932898,
331100,,0.9949590570932898,
332100,,0.9949590570932898,
333100,,0.9949590570932898,
334100,,0.9949590570932898,
335100,,0.9949590570932898,
336100,,0.9949590570932898,
337100,,0.9949590570932898,
338100,,0.9949590570932898,
339100,,0.9949590570932898,
340100,,0.9949590570932898,
341100,,0.9949590570932898,
342100,,0.9949590570932898,
343100,,0.9949590570932898,
344100,,0.9949590570932898,
345100,,0.9949590570932898,
346100,,0.9949590570932898,
347100,,0.9949590570932898,
348100,,0.9949590570932898,
349100,,0.9949590570932898,
350100,,0.9949590570932898,
351100,,0.9949590570932898,
352100,,0.9949590570932898,
353100,,0.9949590570932898,
354100,,0.9949590570932898,
355100,,0.9949590570932898,
356100,,0.9949590570932898,
357100,,0.9949590570932898,
358100,,0.9949590570932898,
359100,,0.9949590570932898,
360100,,0.9949590570932898,
361100,,0.9949590570932898,
362100,,0.9949590570932898,
363100,,0.9949590570932898,
364100,,0.9949590570932898,
365100,,0.9949590570932898,
366100,,0.9949590570932898,
367100,,0.9949590570932898,
368100,,0.9949590570932898,
369100,,0.9949590570932898,
370100,,0.9949590570932898,
371100,,0.9949590570932898,
372100,,0.9949590570932898,
373100,,0.9949590570932898,
374100,,0.9949590570932898,
375100,,0.9949590570932898,
376100,,0.9949590570932898,
377100,,0.9949590570932898,
378100,,0.9949590570932898,
379100,,0.9949590570932898,
380100,,0.9949590570932898,
381100,,0.9949590570932898,
382100,,0.9949590570932898,
383100,,0.9949590570932898,
384100,,0.9949590570932898,
385100,,0.9949590570932898,
386100,,0.9949590570932898,
387100,,0.9949590570932898,
388100,,0.9949590570932898,
389100,,0.9949590570932898,
390100,,0.9949590570932898,
391100,,0.9949590570932898,
392100,,0.9949590570932898,
393100,,0.9949590570932898,
394100,,0.9949590570932898,
395100,,0.9949590570932898,
396100,,0.9949590570932898,
397100,,0.9949590570932898,
398100,,0.9949590570932898,
399100,,0.9949590570932898,
400100,,0.9949590570932898,
401100,,0.9949590570932898,
402100,,0.9949590570932898,
403100,,0.9949590570932898,
404100,,0.9949590570932898,
405100,,0.9949590570932898,
406100,,0.9949590570932898,
407100,,0.9949590570932898,
408100,,0.9949590570932898,
409100,,0.9949590570932898,
410100,,0.9949590570932898,
411100,,0.9949590570932898,
412100,,0.9949590570932898,
413100,,0.9949590570932898,
414100,,0.9949590570932898,
415100,,0.9949590570932898,
416100,,0.9949590570932898,
417100,,0.9949590570932898,
418100,,0.9949590570932898,
419100,,0.9949590570932898,
420100,,0.9949590570932898,
421100,,0.9949590570932898,
422100,,0.9949590570932898,
423100,,0.9949590570932898,
424100,,0.9949590570932898,
425100,,0.9949590570932898,
426100,,0.9949590570932898,
427100,,0.9949590570932898,
428100,,0.9949590570932898,
429100,,0.9949590570932898,
430100,,0.9949590570932898,
431100,,0.9949590570932898,
432100,,0.9949590570932898,
433100,,0.9949590570932898,
434100,,0.9949590570932898,
435100,,0.9949590570932898,
436100,,0.9949590570932898,
437100,,0.9949590570932898,
438100,,0.9949590570932898,
439100,,0.9949590570932898,
440100,,0.9949590570932898,
441100,,0.9949590570932898,
442100,,0.9949590570932898,
443100,,0.9949590570932898,
444100,,0.9949590570932898,
445100,,0.9949590570932898,
446100,,0.9949590570932898,
447100,,0.9949590570932898,
448100,,0.9949590570932898,
449100,,0.9949590570932898,
450100,,0.9949590570932898,
451100,,0.9949590570932898,
452100,,0.9949590570932898,
453100,,0.9949590570932898,
454100,,0.9949590570932898,
455100,,0.9949590570932898,
456100,,0.9949590570932898,
457100,,0.9949590570932898,
458100,,0.9949590570932898,
459100,,0.9949590570932898,
460100,,0.9949590570932898,
461100,,0.9949590570932898,
462100,,0.9949590570932898,
463100,,0.9949590570932898,
464100,,0.9949590570932898,
465100,,0.9949590570932898,
466100,,0.9949590570932898,
467100,,0.9949590570932898,
468100,,0.9949590570932898,
469100,,0.9949590570932898,
470100,,0.9949590570932898,
471100,,0.9949590570932898,
472100,,0.9949590570932898,
473100,,0.9949590570932898,
474100,,0.9949590570932898,
475100,,0.9949590570932898,
476100,,0.9949590570932898,
477100,,0.9949590570932898,
478100,,0.9949590570932898,
479100,,0.9949590570932898,
480100,,0.9949590570932898,
481100,,0.9949590570932898,
482100,,0.9949590570932898,
483100,,0.9949590570932898,
484100,,0.9949590570932898,
485100,,0.9949590570932898,
486100,,0.9949590570932898,
487100,,0.9949590570932898,
488100,,0.9949590570932898,
489100,,0.9949590570932898,
490100,,0.9949590570932898,
491100,,0.9949590570932898,
492100,,0.9949590570932898,
493100,,0.9949590570932898,
494100,,0.9949590570932898,
495100,,0.9949590570932898,
496100,,0.9949590570932898,
497100,,0.9949590570932898,
498100,,0.9949590570932898,
499100,,0.9949590570932898,
500100,,0.9949590570932898,
501100,,0.9949590570932898,
502100,,0.9949590570932898,
503100,,0.9949590570932898,
504100,,0.9949590570932898,
505100,,0.9949590570932898,
506100,,0.9949590570932898,
507100,,0.9949590570932898,
508100,,0.9949590570932898,
509100,,0.9949590570932898,
510100,,0.9949590570932898,
511100,,0.9949590570932898,
512100,,0.9949590570932898,
513100,,0.9949590570932898,
514100,,0.9949590570932898,
515100,,0.9949590570932898,
516100,,0.9949590570932898,
517100,,0.9949590570932898,
518100,,0.9949590570932898,
519100,,0.9949590570932898,
520100,,0.9949590570932898,
521100,,0.9949590570932898,
522100,,0.9949590570932898,
523100,,0.9949590570932898,
524100,,0.9949590570932898,
525100,,0.9949590570932898,
526100,,0.9949590570932898,
527100,,0.9949590570932898,
528100,,0.9949590570932898,
529100,,0.9949590570932898,
530100,,0.9949590570932898,
531100,,0.9949590570932898,
532100,,0.9949590570932898,
533100,,0.9949590570932898,
534100,,0.9949590570932898,
535100,,0.9949590570932898,
536100,,0.9949590570932898,
537100,,0.9949590570932898,
538100,,0.9949590570932898,
539100,,0.9949590570932898,
540100,,0.9949590570932898,
541100,,0.9949590570932898,
542100,,0.9949590570932898,
543100,,0.9949590570932898,
544100,,0.9949590570932898,
545100,,0.9949590570932898,
546100,,0.9949590570932898,
547100,,0.9949590570932898,
548100,,0.9949590570932898,
549100,,0.9949590570932898,
550100,,0.9949590570932898,
551100,,0.9949590570932898,
552100,,0.9949590570932898,
553100,,0.9949590570932898,
554100,,0.9949590570932898,
555100,,0.9949590570932898,
556100,,0.9949590570932898,
557100,,0.9949590570932898,
558100,,0.9949590570932898,
559100,,0.9949590570932898,
560100,,0.9949590570932898,
561100,,0.9949590570932898,
562100,,0.9949590570932898,
563100,,0.9949590570932898,
564100,,0.9949590570932898,
565100,,0.9949590570932898,
566100,,0.9949590570932898,
567100,,0.9949590570932898,
568100,,0.9949590570932898,
569100,,0.9949590570932898,
570100,,0.9949590570932898,
571100,,0.9949590570932898,
572100,,0.9949590570932898,
573100,,0.9949590570932898,
574100,,0.9949590570932898,
575100,,0.9949590570932898,
576100,,0.9949590570932898,
577100,,0.9949590570932898,
578100,,0.9949590570932898,
579100,,0.9949590570932898,
580100,,0.9949590570932898,
581100,,0.9949590570932898,
582100,,0.9949590570932898,
583100,,0.9949590570932898,
584100,,0.9949590570932898,
585100,,0.9949590570932898,
586100,,0.9949590570932898,
587100,,0.9949590570932898,
588100,,0.9949590570932898,
589100,,0.9949590570932898,
590100,,0.9949590570932898,
591100,,0.9949590570932898,
592100,,0.9949590570932898,
593100,,0.9949590570932898,
594100,,0.9949590570932898,
595100,,0.9949590570932898,
596100,,0.9949590570932898,
597100,,0.9949590570932898,
598100,,0.9949590570932898,
599100,,0.9949590570932898,
600100,,0.9949590570932898,
601100,,0.9949590570932898,
602100,,0.9949590570932898,
603100,,0.9949590570932898,
604100,,0.9949590570932898,
605100,,0.9949590570932898,
606100,,0.9949590570932898,
607100,,0.9949590570932898,
608100,,0.9949590570932898,
609100,,0.9949590570932898,
610100,,0.9949590570932898,
611100,,0.9949590570932898,
612100,,0.9949590570932898,
613100,,0.9949590570932898,
614100,,0.9949590570932898,
615100,,0.9949590570932898,
616100,,0.9949590570932898,
617100,,0.9949590570932898,
618100,,0.9949590570932898,
619100,,0.9949590570932898,
620100,,0.9949590570932898,
621100,,0.9949590570932898,
622100,,0.9949590570932898,
623100,,0.9949590570932898,
624100,,0.9949590570932898,
625100,,0.9949590570932898,
626100,,0.9949590570932898,
627100,,0.9949590570932898,
628100,,0.9949590570932898,
629100,,0.9949590570932898,
630100,,0.9949590570932898,
631100,,0.9949590570932898,
632100,,0.9949590570932898,
633100,,0.9949590570932898,
634100,,0.9949590570932898,
635100,,0.9949590570932898,
636100,,0.9949590570932898,
637100,,0.9949590570932898,
638100,,0.9949590570932898,
639100,,0.9949590570932898,
640100,,0.9949590570932898,
641100,,0.9949590570932898,
642100,,0.9949590570932898,
643100,,0.9949590570932898,
644100,,0.9949590570932898,
645100,,0.9949590570932898,
646100,,0.9949590570932898,
647100,,0.9949590570932898,
648100,,0.9949590570932898,
649100,,0.9949590570932898,
650100,,0.9949590570932898,
651100,,0.9949590570932898,
652100,,0.9949590570932898,
653100,,0.9949590570932898,
654100,,0.9949590570932898,
655100,,0.9949590570932898,
656100,,0.9949590570932898,
657100,,0.9949590570932898,
658100,,0.9949590570932898,
659100,,0.9949590570932898,
660100,,0.9949590570932898,
661100,,0.9949590570932898,
662100,,0.9949590570932898,
663100,,0.9949590570932898,
664100,,0.9949590570932898,
665100,,0.9949590570932898,
666100,,0.9949590570932898,
667100,,0.9949590570932898,
668100,,0.9949590570932898,
669100,,0.9949590570932898,
670100,,0.9949590570932898,
671100,,0.9949590570932898,
672100,,0.9949590570932898,
673100,,0.9949590570932898,
674100,,0.9949590570932898,
675100,,0.9949590570932898,
676100,,0.9949590570932898,
677100,,0.9949590570932898,
678100,,0.9949590570932898,
679100,,0.9949590570932898,
680100,,0.9949590570932898,
681100,,0.9949590570932898,
682100,,0.9949590570932898,
683100,,0.9949590570932898,
684100,,0.9949590570932898,
685100,,0.9949590570932898,
686100,,0.9949590570932898,
687100,,0.9949590570932898,
688100,,0.9949590570932898,
689100,,0.9949590570932898,
690100,,0.9949590570932898,
691100,,0.9949590570932898,
692100,,0.9949590570932898,
693100,,0.9949590570932898,
694100,,0.9949590570932898,
695100,,0.9949590570932898,
696100,,0.9949590570932898,
697100,,0.9949590570932898,
698100,,0.9949590570932898,
699100,,0.9949590570932898,
700100,,0.9949590570932898,
701100,,0.9949590570932898,
702100,,0.9949590570932898,
703100,,0.9949590570932898,
704100,,0.9949590570932898,
705100,,0.9949590570932898,
706100,,0.9949590570932898,
707100,,0.9949590570932898,
708100,,0.9949590570932898,
709100,,0.9949590570932898,
710100,,0.9949590570932898,
711100,,0.9949590570932898,
712100,,0.9949590570932898,
713100,,0.9949590570932898,
714100,,0.9949590570932898,
715100,,0.9949590570932898,
716100,,0.9949590570932898,
717100,,0.9949590570932898,
718100,,0.9949590570932898,
719100,,0.9949590570932898,
720100,,0.9949590570932898,
721100,,0.9949590570932898,
722100,,0.9949590570932898,
723100,,0.9949590570932898,
724100,,0.9949590570932898,
725100,,0.9949590570932898,
726100,,0.9949590570932898,
727100,,0.9949590570932898,
728100,,0.9949590570932898,
729100,,0.9949590570932898,
730100,,0.9949590570932898,
731100,,0.9949590570932898,
732100,,0.9949590570932898,
733100,,0.9949590570932898,
734100,,0.9949590570932898,
735100,,0.9949590570932898,
736100,,0.9949590570932898,
737100,,0.9949590570932898,
738100,,0.9949590570932898,
739100,,0.9949590570932898,
740100,,0.9949590570932898,
741100,,0.9949590570932898,
742100,,0.9949590570932898,
743100,,0.9949590570932898,
744100,,0.9949590570932898,
745100,,0.9949590570932898,
746100,,0.9949590570932898,
747100,,0.9949590570932898,
748100,,0.9949590570932898,
749100,,0.9949590570932898,
750100,,0.9949590570932898,
751100,,0.9949590570932898,
752100,,0.9949590570932898,
753100,,0.9949590570932898,
754100,,0.9949590570932898,
755100,,0.9949590570932898,
756100,,0.9949590570932898,
757100,,0.9949590570932898,
758100,,0.9949590570932898,
759100,,0.9949590570932898,
760100,,0.9949590570932898,
761100,,0.9949590570932898,
762100,,0.9949590570932898,
763100,,0.9949590570932898,
764100,,0.9949590570932898,
765100,,0.9949590570932898,
766100,,0.9949590570932898,
767100,,0.9949590570932898,
768100,,0.9949590570932898,
769100,,0.9949590570932898,
770100,,0.9949590570932898,
771100,,0.9949590570932898,
772100,,0.9949590570932898,
773100,,0.9949590570932898,
774100,,0.9949590570932898,
775100,,0.9949590570932898,
776100,,0.9949590570932898,
777100,,0.9949590570932898,
778100,,0.9949590570932898,
779100,,0.9949590570932898,
780100,,0.9949590570932898,
781100,,0.9949590570932898,
782100,,0.9949590570932898,
783100,,0.9949590570932898,
784100,,0.9949590570932898,
785100,,0.9949590570932898,
786100,,0.9949590570932898,
787100,,0.9949590570932898,
788100,,0.9949590570932898,
789100,,0.9949590570932898,
790100,,0.9949590570932898,
791100,,0.9949590570932898,
792100,,0.9949590570932898,
793100,,0.9949590570932898,
794100,,0.9949590570932898,
795100,,0.9949590570932898,
796100,,0.9949590570932898,
797100,,0.9949590570932898,
798100,,0.9949590570932898,
799100,,0.9949590570932898,
800000,,0.9949590570932898,
