NoOfEvals,RexJggKTabletP7K5_0,RexJggKTabletP7K5_1,RexJggKTabletP7K5_2
185100,0.22776558501480837,0.06315070326357625,0.052806037359174635
186100,0.22776005891613385,0.06314882655437734,0.052804835254038535
187100,0.2277536602015037,0.06314683083120283,0.052803669759897205
188100,0.22774250308399552,0.06314566482140374,0.0528034289975453
189100,0.2277332729446163,0.06314418440303597,0.05280296791746539
190100,0.22772562000571595,0.06314346847643779,0.052802609958423764
191100,0.2277118019737141,0.06314218939002542,0.05280229249021855
192100,0.22769612949133416,0.06314143149024745,0.05280216005619874
193100,0.22768142360698965,0.06314086725187792,0.05280188290551905
194100,0.22765997257594028,0.0631401993726113,0.05280167176029434
195100,0.22763583771656337,0.06313921830021715,0.05280138716152955
196100,0.22757330393536684,0.06313854202313728,0.05280131682258009
197100,0.22754667513827137,0.06313815781364006,0.05280106964188217
198100,0.2275298950458457,0.06313721179304203,0.052800961846645136
199100,0.22750915989974838,0.06313663922387051,0.052800760998645245
200100,0.22749350616435077,0.06313577223812614,0.05280043914583902
201100,0.2274633546390925,0.06313359553234678,0.05279997537981699
202100,0.22745287413744808,0.06313211924172503,0.05279967827710395
203100,0.22744185730409916,0.06313075449340382,0.052799142689097446
204100,0.22742603375019618,0.0631301687610697,0.05279881217440801
205100,0.22741000744495654,0.06312942098455089,0.052798548186720966
206100,0.22740167204496486,0.06312838487668311,0.05279822333936591
207100,0.2273829849402043,0.06312733049384216,0.05279803695623424
208100,0.22736294951334768,0.06312507094306717,0.052797745166443776
209100,0.22734499295986882,0.06312350380796176,0.052797546461722536
210100,0.2273265003811146,0.06312270526851486,0.05279734983886109
211100,0.22731662425432714,0.06312085899546552,0.05279725858138423
212100,0.22730511521850857,0.06311974997622614,0.05279709085960895
213100,0.2272930980592631,0.06311827819663182,0.05279697204310231
214100,0.22728274645823734,0.06311743287446976,0.0527965351023689
215100,0.22727816266676726,0.06311709216820961,0.05279639983092739
216100,0.22727627454849256,0.06311674080937438,0.052796055018640195
217100,0.22727449005312098,0.06311650356784877,0.052795743099347876
218100,0.2272710248357462,0.0631163153948907,0.05279547264600234
219100,0.2272671150054507,0.06311622895033685,0.05279489258598866
220100,0.22726208719342078,0.06311615290676637,0.052794307516301146
221100,0.22725687206784895,0.06311610087439704,0.05279359067636894
222100,0.22724820637893084,0.06311604747350019,0.05279269425761351
223100,0.22724121290813845,0.063115992507447,0.052792107636020075
224100,0.22723848955949616,0.06311595198167569,0.05279158514696014
225100,0.22723304477182213,0.06311590955231844,0.05279120374157605
226100,0.2272285510652512,0.06311585807396963,0.052790916439317166
227100,0.22721923940115019,0.06311580522670363,0.052790793485094925
228100,0.22720880834008939,0.06311576396946175,0.05279065050831753
229100,0.22720218629313443,0.06311574490257424,0.05279043435938071
230100,0.22717913522886274,0.06311571420941972,0.052790171870432674
231100,0.22717173296890833,0.0631156735790684,0.05278983509762169
232100,0.22715674570488006,0.06311562481031878,0.05278941638237187
233100,0.22713477231382687,0.06311558630158733,0.05278876598332864
234100,0.22711418234510686,0.06311553613570316,0.05278801578028898
235100,0.22709147597959434,0.06311550322371802,0.05278730361104249
236100,0.22706146498264598,0.06311546437647717,0.052786521040777884
237100,0.22702224076096406,0.06311539919008877,0.05278628823437715
238100,0.22698090757442346,0.06311533784090115,0.05278596676292096
239100,0.2269306370959517,0.06311529573041624,0.05278529534690243
240100,0.2269023126903035,0.06311525013972477,0.05278450042917395
241100,0.2268638933761454,0.06311520266677845,0.05278372630089825
242100,0.22681094023155393,0.06311516458719721,0.052783537917076365
243100,0.22676163359671173,0.06311510152210359,0.05278336783333042
244100,0.2267203713443288,0.06311506049852794,0.05278321431727481
245100,0.22667867398913022,0.06311500699156047,0.05278295382667519
246100,0.22663865747482176,0.06311497153734323,0.052782595928014105
247100,0.22660789333811507,0.06311495871556655,0.052782367766645744
248100,0.22656750856250274,0.06311494997232764,0.052782155821684607
249100,0.22650653409078614,0.06311494154797247,0.052781787700979806
250100,0.22643258882599268,0.0631149238059824,0.05278151582396499
251100,0.22637308197612094,0.06311491112074961,0.052781175376659474
252100,0.22630141188418626,0.06311489802030626,0.05278091446662508
253100,0.22626575853391864,0.06311488691385103,0.0527806442659081
254100,0.22619985237971088,0.06311487707834347,0.05278044109911608
255100,0.22616311058858915,0.06311485970544427,0.05278018193085236
256100,0.22606262525139648,0.06311484549539963,0.052779973082161785
257100,0.22601473203968955,0.06311483189442028,0.0527798649157183
258100,0.22591712517641652,0.06311482498791608,0.052779739252788574
259100,0.22583558449445804,0.06311481307808432,0.052779565475819995
260100,0.22567913736089593,0.06311479921849263,0.05277936403087712
261100,0.2255808676444523,0.06311476743229874,0.052779131178540314
262100,0.22550282181177794,0.06311475389274601,0.05277892371670415
263100,0.2254972956535163,0.0631147249597567,0.05277870948529053
264100,0.2254848569210699,0.06311470716879417,0.05277860549668058
265100,0.22547944395906377,0.06311468830477708,0.05277848026705898
266100,0.22547372226992554,0.0631146623204228,0.05277826284406727
267100,0.2254656240315104,0.0631146397593296,0.05277810839134243
268100,0.22546385670963337,0.06311461525227116,0.05277803403017412
269100,0.22545708496201225,0.06311457611600671,0.05277794846136979
270100,0.2254487199473641,0.0631145432600768,0.05277787996762862
271100,0.22543934177395372,0.06311449760104962,0.05277784231897767
272100,0.22542672439505,0.06311446090591474,0.052777737522257256
273100,0.22540922507991096,0.063114454787458,0.05277758816678514
274100,0.2253965065399251,0.06311445180532291,0.05277749351855813
275100,0.22538374893319102,0.06311444123922579,0.052777372010699
276100,0.22535393468026285,0.06311443294440848,0.05277729774278575
277100,0.22533719463389862,0.06311441298695532,0.0527772026376091
278100,0.22531093884714018,0.06311438757615062,0.05277711400396563
279100,0.2252830717062881,0.06311433687218107,0.05277697458753712
280100,0.2252503546227448,0.06311428206134198,0.05277685608199112
281100,0.22523018721574997,0.06311420940376167,0.052776709644991614
282100,0.225194954655328,0.06311403590207698,0.052776500947211064
283100,0.2251820661321021,0.06311397298385567,0.05277627404278188
284100,0.22516754975967432,0.06311389076839273,0.05277615757000856
285100,0.22515765075292296,0.06311384233934222,0.05277588713471837
286100,0.22514298013087375,0.06311383853416525,0.05277559182990425
287100,0.2251330050271793,0.06311382672301111,0.05277528462024504
288100,0.22511072938538107,0.06311381097699939,0.05277507675227477
289100,0.22509504421589102,0.06311378832580497,0.05277489336525899
290100,0.22508077656833778,0.06311375802807824,0.05277472852211099
291100,0.2250613961271308,0.06311372952020339,0.0527746170267061
292100,0.22502918468692376,0.06311371082668553,0.0527745471414474
293100,0.2250016013822824,0.06311370008648308,0.052774501731298745
294100,0.22498630209559253,0.06311368164736261,0.05277446935202373
295100,0.224983009459697,0.06311366538342347,0.05277441001052597
296100,0.2249780944088739,0.06311363049986145,0.05277432947611533
297100,0.2249727628728113,0.06311359122795629,0.05277425871283548
298100,0.22497045939275195,0.06311353221371592,0.05277418084792765
299100,0.2249701453466475,0.06311346266283144,0.05277412501822029
300100,0.2249700310032564,0.0631134544601655,0.052774053485033175
301100,0.22496993531891943,0.06311343622319485,0.052774037394632406
302100,0.2249698521144458,0.06311341909297086,0.05277402568050285
303100,0.22496966251567607,0.06311340888922512,0.05277401993818165
304100,0.22496942503969483,0.06311339967553686,0.052774016238520044
305100,0.22496914440598564,0.06311338946066317,0.05277401098756389
306100,0.22496886724898998,0.06311338245132053,0.052774005411508035
307100,0.2249684994446871,0.06311337592142935,0.052774003404179266
308100,0.22496787470781646,0.06311337271819434,0.05277400311943888
309100,0.22496743047044063,0.06311337120829383,0.052774002614283486
310100,0.2249666844396482,0.06311336949412082,0.05277400194501422
311100,0.2249661922366931,0.06311336670897504,0.05277400170065028
312100,0.22496566871817397,0.06311336445695909,0.05277400154686408
313100,0.2249642942698235,0.06311336143294767,0.0527740014682659
314100,0.22496393823917415,0.06311335471647313,0.05277400143208261
315100,0.22496300185830606,0.06311334654190623,0.05277400138289659
316100,0.2249619780994586,0.06311333245121184,0.052774001298488096
317100,0.22496106895737977,0.06311332341707004,0.052774001188826115
318100,0.22495992471449908,0.06311331627490688,0.0527740010401656
319100,0.22495881748710514,0.06311331127978843,0.05277400083273412
320100,0.2249579586967144,0.06311330554684273,0.0527740005510336
321100,0.22495762480200848,0.06311329960005449,0.05277400004716908
322100,0.2249570011288875,0.06311329737750777,0.052773999537130724
323100,0.2249557933771641,0.06311329449496705,0.052773998453653354
324100,0.2249544553489316,0.06311329016835336,0.05277399806087045
325100,0.22495229647500822,0.0631132871805969,0.052773996204748916
326100,0.22494977777388117,0.06311328049494934,0.052773996204748916
327100,0.22494712495317076,0.06311327407823819,0.052773995668539894
328100,0.2249451319043016,0.06311326877639103,0.052773995106582004
329100,0.2249431056285027,0.06311326183614369,0.05277399395932355
330100,0.22494105751765026,0.06311325692605096,0.052773992115649766
331100,0.22493983851010146,0.06311325278529728,0.05277398970911207
332100,0.22493933313303158,0.06311324630034526,0.05277398783600479
333100,0.22493888737586873,0.06311324359307162,0.05277398629461407
334100,0.22493803378263408,0.0631132413847073,0.052773985661726676
335100,0.22493680790089204,0.0631132381544787,0.05277398479103044
336100,0.22493596917794312,0.0631132371910677,0.05277398376266126
337100,0.22493528433324508,0.06311323493598955,0.05277398309088594
338100,0.22493494157313543,0.06311323373218808,0.05277398241286584
339100,0.22493435922902835,0.06311323118033507,0.052773981305614025
340100,0.22493363359241128,0.06311322745263293,0.052773980636201125
341100,0.22493261307865278,0.06311322329669804,0.05277397919964237
342100,0.22493063189125242,0.0631132188994128,0.05277397693547279
343100,0.22492944241951643,0.06311321463326622,0.052773975352421516
344100,0.22492785904562093,0.0631132101064272,0.052773973769100625
345100,0.22492601171393678,0.06311320506963586,0.05277397228260396
346100,0.22492403057122318,0.0631132019083708,0.052773970723129365
347100,0.22492189474672458,0.06311319534702922,0.0527739681990487
348100,0.22491783957695657,0.06311318601499827,0.05277396417444353
349100,0.22491138846440484,0.06311317552203936,0.05277396189609093
350100,0.22490685625801235,0.0631131658421407,0.05277395894101836
351100,0.22490023587618643,0.06311315497920002,0.052773958214931194
352100,0.22489720229107057,0.0631131507222081,0.05277395598300969
353100,0.2248937789956831,0.06311314578086519,0.052773954151811034
354100,0.22489126509588525,0.06311313973382374,0.0527739507442445
355100,0.2248880950307191,0.0631131344799823,0.05277394818086948
356100,0.22488581181070336,0.06311312854268192,0.052773945717903246
357100,0.22488270899760573,0.06311312473078329,0.052773943427261355
358100,0.2248814305564607,0.06311312044280509,0.052773939321753026
359100,0.22488050902336293,0.06311311552736032,0.05277393607355448
360100,0.22487846518509833,0.06311310732038398,0.05277393108956162
361100,0.22487609144264734,0.06311309806094999,0.05277392146890761
362100,0.22487250683405177,0.06311308985135512,0.05277391232508742
363100,0.22486812041183007,0.0631130799176989,0.05277390771380352
364100,0.2248643731080083,0.0631130658835955,0.0527739045519458
365100,0.22486177568692625,0.06311304696805907,0.05277389753710066
366100,0.2248609297667113,0.06311302739564982,0.05277389411044063
367100,0.22485944132093194,0.06311301198420002,0.05277388694157902
368100,0.2248589981299947,0.0631129970830466,0.05277387501137494
369100,0.22485863090127625,0.06311297808728653,0.05277386567685831
370100,0.22485814161213474,0.06311296476130518,0.05277385788963877
371100,0.22485786782324688,0.0631129551330449,0.05277385031859733
372100,0.224857567400357,0.06311294937155618,0.052773829442968656
373100,0.22485720054586247,0.06311294753574218,0.05277380744032762
374100,0.22485686764848895,0.06311294341887724,0.0527737964468529
375100,0.2248565984822642,0.06311293709902112,0.05277378768034444
376100,0.2248561038679379,0.06311292850764566,0.052773780704767105
377100,0.22485576066605745,0.06311292333018932,0.05277377598420976
378100,0.2248554500187324,0.06311291873134421,0.052773775544883245
379100,0.22485508964812084,0.06311291645934776,0.05277377446997862
380100,0.22485479446905304,0.06311291387568195,0.052773774109646523
381100,0.22485451004538665,0.06311291138088405,0.05277377314526605
382100,0.22485433801154933,0.06311291018549973,0.052773772074756475
383100,0.22485411556980245,0.063112909647899,0.05277377068860861
384100,0.22485404479060644,0.063112909279024,0.052773767897644534
385100,0.22485393284309133,0.06311290903347852,0.05277376481983382
386100,0.22485387074776053,0.06311290880783603,0.05277375504752961
387100,0.2248538095122649,0.06311290835877752,0.05277374489895637
388100,0.2248537056756675,0.0631129076934281,0.052773731598034765
389100,0.2248536352158945,0.06311290695438443,0.05277372274244191
390100,0.22485346301680867,0.06311290581990413,0.05277371505869845
391100,0.2248532628169692,0.06311290521540437,0.05277371191580568
392100,0.22485316939993782,0.06311290449484064,0.05277370748614436
393100,0.22485295111005318,0.06311290329438511,0.05277369766504563
394100,0.22485282911168666,0.0631129022468174,0.05277368284332529
395100,0.22485277352490235,0.06311290110059305,0.052773673290264354
396100,0.22485272943567486,0.06311290009528882,0.05277366831342477
397100,0.2248526129070986,0.06311289800487657,0.05277366613638425
398100,0.22485240123704958,0.06311289672629701,0.05277366364169509
399100,0.2248522125526588,0.06311289393205682,0.05277366082011463
400100,0.22485210325767285,0.06311289352843338,0.05277365904750911
401100,0.22485194874460326,0.06311289277385475,0.0527736559548643
402100,0.2248518361461104,0.06311289207515229,0.05277365415088925
403100,0.22485174700349594,0.06311289167195536,0.052773651357197415
404100,0.22485155231422027,0.06311289108948304,0.05277364953594539
405100,0.22485127285629586,0.06311289046572822,0.052773648343221465
406100,0.22485098587595584,0.06311288964122826,0.052773648098939814
407100,0.22485069901066915,0.06311288874327392,0.052773648014036466
408100,0.22485054581142247,0.06311288803545342,0.05277364792477625
409100,0.22485039459658315,0.06311288739841302,0.05277364782771823
410100,0.22485016355757292,0.06311288679531477,0.05277364770476533
411100,0.22484989002792946,0.0631128860077631,0.05277364754734337
412100,0.22484948081276945,0.06311288576930037,0.052773647328853354
413100,0.22484884454429827,0.06311288560742234,0.052773646926713894
414100,0.2248479414005407,0.06311288534621305,0.052773646573648615
415100,0.22484674497594845,0.06311288500788516,0.05277364628120103
416100,0.2248459253046543,0.06311288472833014,0.05277364599981345
417100,0.22484464971118204,0.06311288425353218,0.0527736456999018
418100,0.2248443520512161,0.06311288404384971,0.05277364530268012
419100,0.2248441397873205,0.06311288363396564,0.05277364471736665
420100,0.22484372403241512,0.06311288324984454,0.0527736439612413
421100,0.22484346303241784,0.06311288252932322,0.05277364341196065
422100,0.2248432079200666,0.06311288187820525,0.05277364294197405
423100,0.22484301137788232,0.06311288124959642,0.05277364241855453
424100,0.22484293057649515,0.06311288091689783,0.052773641913405715
425100,0.22484262305929512,0.06311288036649858,0.052773641181898014
426100,0.22484229010634757,0.06311288005925364,0.052773640521603785
427100,0.22484165375064089,0.06311287989070535,0.052773638849637844
428100,0.22484136341527858,0.0631128796961387,0.052773637618677226
429100,0.224840994736193,0.06311287948382592,0.052773636996448076
430100,0.22484063998189174,0.06311287916771258,0.052773636404570834
431100,0.2248402560028126,0.06311287890676921,0.052773635853360146
432100,0.22484006363394382,0.06311287887620533,0.052773634448042915
433100,0.22483970148406926,0.06311287875622854,0.05277363268906627
434100,0.22483935482802783,0.06311287869706225,0.05277363079981426
435100,0.2248390781496206,0.06311287863425585,0.05277362858575003
436100,0.22483886628959,0.06311287857868032,0.052773627885720376
437100,0.22483864563133926,0.06311287853912781,0.05277362654401866
438100,0.22483839248824436,0.06311287841957798,0.05277362509474921
439100,0.22483823019820615,0.06311287829895432,0.052773623413211845
440100,0.2248381004731444,0.06311287820880346,0.052773622634172554
441100,0.22483789251364716,0.06311287811411911,0.05277362149824609
442100,0.2248377353187941,0.06311287803030059,0.052773620585436366
443100,0.22483764324726746,0.06311287797741202,0.05277362015433996
444100,0.224837393841543,0.06311287783760383,0.052773619888877875
445100,0.22483724457300064,0.0631128776908287,0.05277361957487139
446100,0.2248370948364552,0.06311287739110111,0.05277361936166475
447100,0.22483691301110328,0.06311287720458232,0.05277361911502418
448100,0.22483671811728564,0.0631128770824565,0.05277361886156733
449100,0.22483667342185912,0.06311287696305266,0.05277361846605929
450100,0.22483658870599427,0.06311287679101939,0.052773617865495656
451100,0.2248364128490013,0.06311287668053725,0.052773616818366204
452100,0.2248362978993321,0.06311287665351609,0.05277361605778059
453100,0.2248361366756935,0.06311287663598096,0.05277361528267808
454100,0.22483604025204432,0.0631128766152092,0.05277361452923112
455100,0.22483592391212326,0.0631128765986465,0.0527736141448837
456100,0.22483578831712728,0.06311287658886106,0.052773613651410485
457100,0.22483567735657217,0.06311287658184286,0.052773612525529916
458100,0.22483561987735934,0.0631128765799148,0.052773611934690615
459100,0.2248355760221485,0.06311287657909277,0.0527736114345329
460100,0.22483554598583338,0.06311287657849231,0.05277361092796284
461100,0.22483553478673463,0.06311287657766898,0.05277361005460545
