NoOfEvals,RexJggKTabletP14K5_0,RexJggKTabletP14K5_1,RexJggKTabletP14K5_2
60100,6.947591332138198E-5,0.0012704774783832175,0.00529398690782549
61100,3.96352015327947E-5,9.389741542926538E-4,0.004320966238175602
62100,2.4083166711076675E-5,7.868785012029232E-4,0.0034067706467083075
63100,2.1965083867473242E-5,6.081030881232162E-4,0.003345609338636903
64100,1.3748439174138419E-5,5.27197381545592E-4,0.0028744453167491146
65100,9.765885524252306E-6,4.850855780300468E-4,0.0024704789250791716
66100,4.114730447405104E-6,4.1112995134374915E-4,0.0021513703822228785
67100,3.5655089612308845E-6,3.233441530214791E-4,0.0015156845214425877
68100,1.9446939409534434E-6,2.6720327485992533E-4,0.0014834727571376742
69100,1.5008652807585855E-6,2.260771018702845E-4,0.0010589266293329058
70100,8.816626532083907E-7,1.7630625950667504E-4,9.189380530560875E-4
71100,6.53803841510616E-7,1.440266586899203E-4,8.195613653562307E-4
72100,4.910473079010252E-7,1.0585848810880998E-4,6.838056207756591E-4
73100,2.0758577054294757E-7,9.586650342913918E-5,5.124563536708968E-4
74100,1.5596619372822334E-7,6.938929801018063E-5,3.4936903593449E-4
75100,1.2708437032445946E-7,5.4906234458734104E-5,2.4627673355138004E-4
76100,8.249934064252315E-8,4.8292828252393913E-5,1.8303978180562807E-4
77100,,3.843559401355069E-5,8.564545080918589E-5
78100,,3.16902133788926E-5,5.94117386362546E-5
79100,,2.2552351902874984E-5,5.5624235808628424E-5
80100,,1.7223656118940734E-5,4.504827917064941E-5
81100,,1.3908833468071659E-5,3.2615650846405055E-5
82100,,8.737046443498262E-6,2.2698105480271444E-5
83100,,9.37916567524336E-6,1.607682001520173E-5
84100,,7.147724105833647E-6,1.0066477870492092E-5
85100,,4.802469244097342E-6,4.629359800181765E-6
86100,,2.833386789953887E-6,3.349425532933546E-6
87100,,2.045080283425131E-6,2.493830897367573E-6
88100,,1.683840375693338E-6,1.386648245941898E-6
89100,,1.4360647881465169E-6,6.637150292535571E-7
90100,,8.605983864949646E-7,4.94589354389039E-7
91100,,6.277217965409066E-7,3.8677200947019243E-7
92100,,4.0061914616554324E-7,2.3532257741615975E-7
93100,,3.866523236837861E-7,2.077285032785135E-7
94100,,2.6580682539885505E-7,1.229426506376525E-7
94200,,1.9713027154599532E-7,9.274582342245565E-8
96100,,1.1716731478395057E-7,
97000,,9.210239796771636E-8,
