NoOfEvals,output/report02/RexJggKTabletP14K2_0,output/report02/RexJggKTabletP14K2_1,output/report02/RexJggKTabletP14K2_2
77240,1.0163295793518263,0.08944210019206383,0.21469412361263165
77640,1.016348437157155,0.08944084359591842,0.21468925397500463
78040,1.0163404654001713,0.08944142456520154,0.21468287081627752
78440,1.016325753506494,0.08943411947697039,0.21466428740185853
78840,1.016325753506494,0.0894334158772629,0.21465383934283788
79240,1.0163131852056093,0.08943576769704421,0.21464648928488328
79640,1.0163117705922773,0.08943256589867044,0.21464648928488328
80040,1.0163078059066892,0.08943028234466319,0.21464302400663088
80440,1.0162987488217559,0.08943201020497381,0.21464146173140605
80840,1.0162987488217559,0.08942951100363247,0.2146302747767103
81240,1.016287164887634,0.08942951100363247,0.21462297639487504
81640,1.016287164887634,0.08943004218824845,0.21462305223520078
82040,1.0162740634833332,0.0894282670267811,0.21462091617835913
82440,1.0162769722606693,0.0894265473555521,0.21462091617835913
82840,1.0162710665805301,0.08942609183171343,0.2146192511816409
83240,1.016266296099533,0.08942609183171343,0.21460973941906436
83640,1.016266296099533,0.08942511488117319,0.21461104704487843
84040,1.0162562732696454,0.08942304011222167,0.21460169456888126
84440,1.0162550462572995,0.08942304011222167,0.2145990567749437
84840,1.0162589591567261,0.08942195477265001,0.2145990567749437
85240,1.0162541065564594,0.08942201890761069,0.21459155531118804
85640,1.0162541065564594,0.08942117380893153,0.21459155531118804
86040,1.0162536918781877,0.08942117380893153,0.2145953422392039
86440,1.0162507582612563,0.08942117380893153,0.21459080935947578
86840,1.0162511419503442,0.08942082689949232,0.21458821890232432
87240,1.0162478485084647,0.08941979716271954,0.2145878474802886
87640,1.0162467407322238,0.08941979716271954,0.21458622194308938
88040,1.016245438932311,0.08941928956833015,0.21458279113369044
88440,1.0162434286906366,0.08941979039731365,0.21458470564777665
88840,1.0162431938266843,0.08941894145050591,0.2145823008775625
89240,1.0162424302232471,0.08941839381017576,0.21458173615604614
89640,1.0162401957995242,0.089417849943838,0.21457695735960075
90040,1.0162407591692013,0.089417849943838,0.21457480535115664
90440,1.0162384450588848,0.08941765054208262,0.21457480535115664
90840,1.01623549985661,0.08941697448207692,0.21457203073983028
91240,1.0162348294904826,0.08941691598583998,0.21457203073983028
91640,1.0162339411114807,0.08941600789302742,0.21457262415974
92040,1.0162319166244835,0.08941586367903913,0.21456941136866703
92440,1.0162319166244835,0.08941586367903913,0.21456945238336
92840,1.0162312484762779,0.0894158113596753,0.21456945238336
93240,1.0162312484762779,0.08941554054324365,0.2145691719238759
93640,1.0162289978509569,0.08941535480857615,0.2145694145428148
94040,1.0162289978509569,0.08941470978246104,0.21456623572421252
94440,1.0162292822906926,0.08941537061016752,0.2145686102446722
94840,1.0162292822906926,0.08941509494209422,0.2145673189119966
95240,1.0162289171604117,0.08941489889444086,0.21456677408988423
95640,1.016228876328939,0.08941489889444086,0.21456677612464775
96040,1.0162287593787334,0.08941488930363982,0.21456566106989222
96440,1.0162287593787334,0.0894148168327229,0.21456549293692345
96840,1.016228008492307,0.08941464437085826,0.21456549293692345
97240,1.0162271740947368,0.08941452071991325,0.2145639898771668
97640,1.016227085015184,0.08941458771727531,0.21456399579795038
98040,1.0162269320205182,0.08941430805141595,0.21456399579795038
98440,1.0162263089387242,0.08941430805141595,0.21456399579795038
98840,1.0162256139414947,0.08941437443055072,0.2145638370657781
99240,1.0162259702738807,0.08941417890879215,0.2145638370657781
99640,1.0162257699027983,0.08941417890879215,0.2145633741614195
100040,1.0162255736122112,0.08941413387859529,0.21456278680243096
100440,1.0162253714231895,0.08941403635952377,0.21456274872385286
100840,1.0162245695885996,0.08941403849658121,0.21456274872385286
101240,1.016223931850418,0.08941399527439015,0.21456250030334256
101640,1.0162238010659597,0.08941395622375631,0.21456211906973222
102040,1.0162238010659597,0.08941392847746871,0.21456208977069813
102440,1.0162234334941689,0.08941389098685368,0.21456184682365323
102840,1.0162228476186357,0.08941380262543146,0.21456184682365323
103240,1.0162228476186357,0.08941387859410685,0.21456184682365323
103640,1.0162228476186357,0.08941387859410685,0.21456184682365323
104040,1.0162224287676052,0.08941382524123677,0.21456172764390732
104440,1.016222341861953,0.08941376159155581,0.21456172764390732
104840,1.0162221790921813,0.08941379472584024,0.2145615631055537
105240,1.0162221790921813,0.08941378415973915,0.21456149999759583
105640,1.0162218274942167,0.08941373288355854,0.21456105568543582
106040,1.0162214729834507,0.08941371663820386,0.2145612644940563
106440,1.0162212763391507,0.0894136626665449,0.21456117947115144
106840,1.0162209496476668,0.08941368376785142,0.21456115813071489
107240,1.016221083209094,0.08941364854090227,0.21456104350424876
107640,1.0162208170660647,0.08941363333214895,0.2145610957468892
108040,1.0162208170660647,0.08941364250046906,0.21456097351939846
108440,1.0162205558091517,0.08941364150329377,0.21456089230156958
108840,1.0162205159614328,0.08941360911196455,0.21456056573368615
109240,1.0162204821189573,0.08941361290051378,0.21456056573368615
109640,1.0162203075647585,0.0894135598731162,0.21456067845666915
110040,1.0162204069679044,0.08941358645754682,0.21456067845666915
110440,1.0162203204730322,0.0894135621944289,0.21456067845666915
110840,1.016220254678682,0.08941355350045274,0.21456046376652155
111240,1.0162202242596339,0.08941356140928926,0.21456039727635362
111640,1.016220125673197,0.08941352894316076,0.21456028727230364
112040,1.0162200791184335,0.0894135198468994,0.21456028727230364
112440,1.016220037883138,0.08941350939370646,0.21456039076197886
112840,1.0162199745286926,0.08941350939370646,0.21456031965243183
113240,1.0162198719606643,0.08941347950120268,0.21456003631984294
113640,1.0162196832312609,0.0894134852758611,0.21456003631984294
114040,1.0162197589837754,0.0894134664201435,0.21455997567363327
114440,1.0162197186619883,0.08941346565118401,0.21455997567363327
114840,1.016219598549097,0.0894134664201435,0.2145600219487485
115240,1.0162195417520261,0.08941346203162752,0.21455995488807517
115640,1.0162194872457107,0.0894134554014457,0.2145599687715449
116040,1.0162192315951832,0.08941343845188998,0.21455984605399714
116440,1.0162193470104688,0.0894134513372204,0.2145598147639584
116840,1.016219153007606,0.08941344270858245,0.21455976436106564
117240,1.0162191793267255,0.08941343403955522,0.21455978214215665
117640,1.0162191793267255,0.0894134309395679,0.21455978214215665
118040,1.0162191793267255,0.0894134136345242,0.2145596882635416
118440,1.0162191793267255,0.08941341187645505,0.2145596882635416
118840,1.0162190938316908,0.08941341187645505,0.21455971600584975
119240,1.0162190303116847,0.08941341133729545,0.2145597279284544
119640,1.0162190423054558,0.0894134069060223,0.2145596630870377
120040,1.0162190346330187,0.08941340215866772,0.21455962676305482
120440,1.0162189781285766,0.08941340120117192,0.21455961323499917
120840,1.016218946427258,0.08941339276003868,0.214559611697336
121240,1.0162188869839082,0.08941339574374146,0.2145596006883569
121640,1.016218873345834,0.08941339152908555,0.21455958410159456
122040,1.0162188672844874,0.08941338887117486,0.21455958029968047
122440,1.0162188727935657,0.08941338732253487,0.21455957728225888
122840,1.0162187567895535,0.08941338344879374,0.2145595463826578
123240,1.0162187567895535,0.08941337380126473,0.21455954698948274
123640,1.0162187895783057,0.08941337618592039,0.21455953058605867
124040,1.016218754089591,0.08941336895525583,0.2145595200395362
124440,1.0162187342802882,0.08941336895525583,0.21455953058605867
124840,1.016218736236814,0.08941336672432945,0.2145594955183594
125240,1.0162187248230543,0.08941336506604897,0.2145594955183594
125640,1.0162187248230543,0.08941336397721115,0.21455948740023534
126040,1.016218713252446,0.08941335998757069,0.21455948209156894
126440,1.0162187108463476,0.08941335950092459,0.21455948072544556
126840,1.0162187023080038,0.08941335836761653,0.21455946914521665
127240,1.0162186895254548,0.0894133503624626,0.21455945809115107
127640,1.0162186776779403,0.0894133503624626,0.21455945497860635
128040,1.0162186463718914,0.08941335140692876,0.21455944943383493
128440,1.0162186262959714,0.08941334454726094,0.2145594292601434
128840,1.01621861957751,0.0894133474834079,0.2145594126459381
129240,1.01621861957751,0.0894133474834079,0.21455940489709213
129640,1.0162186108410691,0.08941334358546942,0.2145593981112996
130040,1.016218613477557,0.08941334138325799,0.21455938850158213
130440,1.0162186102978532,0.08941334158885125,0.21455938817389816
130840,1.016218611122825,0.08941334062129488,0.21455937474710704
131240,1.0162185951241807,0.08941333630151443,0.21455936680477933
131640,1.0162185804175716,0.08941333821666461,0.21455937886372511
132040,1.0162185804175716,0.08941333776668833,0.21455937316414897
132440,1.0162185760740794,0.08941333398484058,0.21455935323601316
132840,1.0162185767655296,0.08941333301944926,0.21455935651362712
133240,1.0162185757829905,0.08941333301944926,0.2145593507924377
133640,1.01621856856332,0.08941333082805202,0.21455934818184133
134040,1.0162185679078384,0.08941333188246788,0.2145593394441026
134440,1.0162185637126653,0.08941333188246788,0.21455932896593705
134840,1.0162185594702653,0.08941333132897536,0.21455932522277826
135240,1.0162185474379921,0.0894133280282423,0.21455931796620958
135640,1.016218541790739,0.0894133296054342,0.2145593191066966
136040,1.016218541790739,0.08941332649589251,0.21455930303150877
136440,1.0162185476240533,0.08941332649589251,0.2145593045737912
136840,1.01621854692142,0.08941332649589251,0.2145592810086239
137240,1.0162185439469644,0.08941332644074498,0.2145592810086239
137640,1.0162185397156709,0.08941332640320485,0.2145592810086239
138040,1.0162185385771685,0.08941332592930436,0.21455928069220162
138440,1.0162185385771685,0.089413325800336,0.21455928069220162
138840,1.0162185362668177,0.08941332535229755,0.21455927345402706
139240,1.0162185362668177,0.0894133248130725,0.2145592721155725
139640,1.0162185327271278,0.0894133248130725,0.2145592721155725
140040,1.0162185291519543,0.08941332478737214,0.21455926899375713
140440,1.0162185308868008,0.08941332423584258,0.21455926644380688
140840,1.016218528003728,0.08941332381753742,0.21455926283652746
141240,1.0162185190509094,0.08941332381753742,0.21455926170155282
141640,1.0162185253874148,0.08941332381753742,0.21455925802257994
142040,1.0162185253874148,0.08941332314355491,0.21455925802257994
142440,1.0162185253874148,0.08941332356134384,0.21455925939581544
142840,1.01621852619436,0.08941332287656698,0.21455924927453146
143240,1.0162185239968637,0.08941332255803074,0.21455924927453146
143640,1.0162185239968637,0.08941332247048282,0.21455924881347269
144040,1.0162185247237505,0.08941332190222454,0.21455924316677139
144440,1.016218523685141,0.08941332190222454,0.21455924380333255
144840,1.0162185214771453,0.08941332158829507,0.214559244587803
145240,1.0162185222390903,0.08941332140563449,0.2145592365728648
145640,1.0162185222390903,0.08941332140563449,0.21455923795607856
146040,1.0162185214407793,0.08941332128236344,0.21455923727271772
146440,1.0162185202015697,0.08941332126025328,0.21455923563630214
146840,1.0162185202015697,0.08941332111362675,0.21455923440396196
147240,1.016218519615137,0.0894133209532336,0.21455923277833422
147640,1.0162185188321013,0.08941332078036024,0.21455923277833422
148040,1.0162185185890587,0.08941332073903283,0.2145592308071395
148440,1.0162185173902931,0.08941332066892876,0.2145592308071395
148840,1.0162185173902931,0.0894133205511856,0.21455923034679067
149240,1.0162185173902931,0.08941332041374589,0.21455923034679067
149640,1.0162185168074633,0.08941332018622736,0.2145592297079728
150040,1.0162185168074633,0.089413320225651,0.21455922887873552
150440,1.0162185166000153,0.08941332018624938,0.21455922783433085
150840,1.0162185165148416,0.08941332017576949,0.21455922591379947
151240,1.0162185160985366,0.08941331994702449,0.21455922591379947
151640,1.0162185157381567,0.0894133199261722,0.2145592263638788
152040,1.0162185155574501,0.08941331982713245,0.21455922638121167
152440,1.0162185145794222,0.08941331966163465,0.21455922571216296
152840,1.0162185138629658,0.0894133195893787,0.21455922499264765
153240,1.0162185142087479,0.0894133195893787,0.21455922548516768
153640,1.0162185144731466,0.08941331960496182,0.2145592242361814
154040,1.0162185142628677,0.08941331962015078,0.214559223470626
154440,1.0162185137195212,0.08941331949671204,0.21455922371544867
154840,1.0162185134146848,0.08941331949671204,0.21455922322612803
155240,1.0162185132283656,0.08941331949671204,0.21455922184680126
155640,1.0162185132283656,0.08941331939140847,0.21455922261409974
156040,1.0162185128803465,0.08941331927118959,0.21455922245005768
156440,1.0162185130352956,0.08941331920771474,0.2145592221752792
156840,1.0162185126866636,0.08941331920771474,0.21455922154199042
157240,1.016218512693645,0.08941331924857877,0.21455922154199042
157640,1.016218512629734,0.08941331915236046,0.21455922136945604
158040,1.0162185123503806,0.08941331921776985,0.21455922134834174
158440,1.0162185118713245,0.08941331921234873,0.21455922086110352
158840,1.0162185122395646,0.08941331918752789,0.2145592206809087
159240,1.0162185120865797,0.08941331916245936,0.2145592198120142
159640,1.0162185118370857,0.08941331914418456,0.21455921964180233
160040,1.0162185118158222,0.08941331914418456,0.21455921996335797
160440,1.0162185118228748,0.0894133191416443,0.21455921910294376
160840,1.016218511678634,0.0894133190501496,0.21455921910294376
161240,1.0162185112338469,0.0894133190501496,0.21455921901498623
161640,1.0162185114721558,0.08941331905617068,0.21455921883201023
162040,1.0162185114721558,0.08941331905951704,0.2145592184692353
162440,1.0162185113479123,0.0894133190493188,0.2145592184692353
162840,1.0162185114044457,0.08941331901662027,0.21455921856851573
163240,1.0162185111164457,0.08941331901371205,0.21455921856851573
163640,1.0162185111164457,0.08941331898944874,0.21455921840343292
164040,1.016218511159185,0.08941331894531657,0.21455921827680122
164440,1.016218511010763,0.08941331895855711,0.2145592180731876
164840,1.0162185109767088,0.08941331895077778,0.21455921802154654
165240,1.0162185109648665,0.08941331893425356,0.21455921797332933
165640,1.0162185109467898,0.08941331894260073,0.21455921790378127
166040,1.016218510768527,0.08941331893452549,0.2145592179123731
166440,1.016218510768527,0.08941331886118688,0.21455921718870158
166840,1.0162185107407962,0.08941331888862726,0.21455921765499508
167240,1.0162185106741812,0.08941331889634117,0.2145592175204457
167640,1.01621851067916,0.08941331887423061,0.2145592175204457
168040,1.01621851067916,0.08941331887735934,0.2145592173734871
168440,1.0162185106636943,0.08941331884907627,0.2145592173734871
168840,1.0162185105189072,0.08941331886624686,0.2145592172814773
169240,1.0162185104997492,0.08941331884028879,0.2145592172814773
169640,1.0162185104912302,0.08941331884028879,0.2145592172814773
170040,1.0162185104126913,0.08941331883044734,0.2145592172814773
170440,1.0162185104126913,0.08941331882348026,0.21455921728556593
170840,1.0162185104106214,0.08941331882348026,0.21455921716198598
171240,1.0162185103519241,0.08941331882795071,0.21455921722241708
171640,1.0162185103630454,0.08941331881309351,0.21455921717659537
172040,1.0162185103359143,0.08941331881280833,0.21455921718470758
172440,1.01621851028544,0.08941331880189304,0.2145592170914074
172840,1.01621851028544,0.08941331879767189,0.2145592170778649
173240,1.0162185102834465,0.08941331879348971,0.21455921703640995
173640,1.016218510232707,0.08941331878037247,0.21455921701173206
174040,1.0162185102659558,0.0894133187829326,0.21455921698451266
174440,1.0162185102638248,0.08941331877347757,0.214559216892715
174840,1.016218510250441,0.0894133187701699,0.21455921692175767
175240,1.016218510221658,0.0894133187701699,0.2145592169042676
175640,1.0162185102104884,0.08941331876495259,0.21455921686963197
176040,1.0162185102032857,0.08941331876311413,0.21455921687012583
176440,1.016218510149609,0.08941331875585323,0.21455921686939022
176840,1.0162185101565853,0.08941331875585323,0.21455921679293136
177240,1.0162185101565853,0.08941331875285097,0.21455921680785578
177640,1.0162185101565853,0.08941331875466298,0.21455921681627274
178040,1.0162185101592358,0.08941331875270014,0.21455921679248274
178440,1.0162185101409553,0.08941331873651644,0.2145592167482041
178840,1.016218510140743,0.08941331873651644,0.21455921672988867
179240,1.0162185101173913,0.08941331873665564,0.21455921672988867
179640,1.0162185101173913,0.08941331873480841,0.21455921672972414
180040,1.0162185101160741,0.08941331873331027,0.21455921672972414
180440,1.0162185101034282,0.08941331872988192,0.21455921669990158
180840,1.016218510096766,0.0894133187197479,0.21455921669990158
181240,1.0162185100716945,0.08941331871949204,0.21455921663669764
181640,1.0162185100838304,0.08941331871735746,0.21455921663669764
182040,1.0162185100625276,0.08941331871441424,0.21455921663126662
182440,1.0162185100725183,0.08941331871309616,0.21455921663708402
182840,1.0162185100713872,0.08941331871309616,0.21455921662664948
183240,1.0162185100547394,0.08941331871314295,0.21455921664344194
183640,1.0162185100488408,0.08941331871339543,0.21455921661035735
184040,1.016218510041869,0.08941331871177965,0.2145592166230491
184440,1.0162185100363808,0.08941331870974623,0.2145592166019607
184840,1.0162185100363808,0.08941331870711752,0.21455921659789823
185240,1.0162185100363808,0.08941331870677015,0.2145592165856905
185640,1.0162185100168217,0.08941331870617332,0.2145592165737577
186040,1.0162185100257417,0.08941331870474152,0.2145592165708659
186440,1.0162185100232533,0.08941331870191867,0.2145592165216194
186840,1.0162185100188885,0.08941331870191867,0.2145592165142276
187240,1.0162185100140184,0.08941331870191867,0.21455921653974813
